Baseline,Tier,Parent,KPI,Grp_Comb,Num,Den,A0,Contribution,Parent,Child Ttl,QA Check,Parent Category,Parent Node,Child Category,Child Node,,,Category,Recommended Parent,Recommended Grp_Comb
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/CWA,2800,4028,69.51%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/CWA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CVG,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/DAY,392,646,60.68%,0.02%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/DAY,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/CWA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/DCA,33945,55793,60.84%,1.47%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/DCA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/DAY,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/DEN,3245,4466,72.66%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/DEN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/DCA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/DHN,3785,5612,67.44%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/DHN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/DEN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/DLH,5422,7712,70.31%,0.23%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/DLH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/DHN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/DSM,10070,15689,64.19%,0.44%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/DSM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/DLH,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/DTW,184333,265644,69.39%,7.98%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/DTW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/DSM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ECP,1739,2976,58.43%,0.08%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ECP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/DTW,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/EGE,401,700,57.29%,0.02%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/EGE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ECP,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/EKO,2845,3196,89.02%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/EKO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/EGE,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ELM,3164,5006,63.20%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ELM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/EKO,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ESC,2500,3344,74.76%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ESC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ELM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/EUG,7757,9945,78.00%,0.34%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/EUG,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ESC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/EVV,4630,6661,69.51%,0.20%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/EVV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/EUG,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/EWR,8081,12876,62.76%,0.35%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/EWR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/EVV,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/EYW,421,678,62.09%,0.02%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/EYW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/EWR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/FAR,4775,7322,65.21%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/FAR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/EYW,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/FAT,6053,7605,79.59%,0.26%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/FAT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/FAR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/FAY,4758,6708,70.93%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/FAY,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/FAT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/FCA,3212,4286,74.94%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/FCA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/FAY,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/FLL,75,81,92.59%,0.00%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/FLL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/FCA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/FSD,4786,7570,63.22%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/FSD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/FLL,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/FWA,7381,11562,63.84%,0.32%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/FWA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/FSD,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GEG,16959,21636,78.38%,0.73%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GEG,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/FWA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GFK,4183,6044,69.21%,0.18%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GFK,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GEG,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GJT,2909,3277,88.77%,0.13%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GJT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GFK,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GNV,450,683,65.89%,0.02%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GNV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GJT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GPT,81,169,47.93%,0.00%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GPT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GNV,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GRB,7104,10614,66.93%,0.31%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GRB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GPT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GRR,14168,22135,64.01%,0.61%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GRR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GRB,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GSO,7349,11381,64.57%,0.32%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GSO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GRR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GSP,5950,9456,62.92%,0.26%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GSP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GSO,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GTF,5250,6476,81.07%,0.23%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GTF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GSP,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/GTR,2861,4045,70.73%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/GTR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GTF,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/HIB,2439,3440,70.90%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/HIB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/GTR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/HLN,3645,4038,90.27%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/HLN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/HIB,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/HPN,6934,10887,63.69%,0.30%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/HPN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/HLN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/HSV,4601,7398,62.19%,0.20%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/HSV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/HPN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/IAD,9159,14995,61.08%,0.40%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/IAD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/HSV,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/IAH,46,87,52.87%,0.00%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/IAH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/IAD,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ICT,2112,3262,64.75%,0.09%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ICT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/IAH,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/IDA,3723,4740,78.54%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/IDA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ICT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ILM,3890,5898,65.95%,0.17%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ILM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/IDA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/IMT,2491,3963,62.86%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/IMT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ILM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/IND,24948,37380,66.74%,1.08%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/IND,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/IMT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/INL,2560,3689,69.40%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/INL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/IND,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ITH,2613,3777,69.18%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ITH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/INL,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/JAC,2726,3546,76.88%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/JAC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ITH,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/JAN,2005,2905,69.02%,0.09%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/JAN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/JAC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/JAX,11584,18074,64.09%,0.50%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/JAX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/JAN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/JFK,103384,146831,70.41%,4.48%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/JFK,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/JAX,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LAN,3669,5629,65.18%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LAN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/JFK,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LAS,9484,12725,74.53%,0.41%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LAS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LAN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LAX,53432,66858,79.92%,2.31%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LAX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LAS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LEX,6635,10535,62.98%,0.29%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LEX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LAX,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LFT,4794,7279,65.86%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LFT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LEX,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LGA,188879,280454,67.35%,8.18%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LGA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LFT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LGB,2909,3664,79.39%,0.13%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LGB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LGA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LIT,2117,3093,68.44%,0.09%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LIT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LGB,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/LWS,3330,4072,81.78%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/LWS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LIT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MBS,4702,7164,65.63%,0.20%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MBS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/LWS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MCI,7196,11333,63.50%,0.31%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MCI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MBS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MCO,2753,4361,63.13%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MCO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MCI,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MDT,3445,5351,64.38%,0.15%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MDT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MCO,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MDW,6507,11654,55.83%,0.28%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MDW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MDT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MEM,12705,19675,64.57%,0.55%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MEM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MDW,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MFE,4041,5750,70.28%,0.17%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MFE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MEM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MFR,7555,9918,76.17%,0.33%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MFR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MFE,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MGM,6325,9327,67.81%,0.27%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MGM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MFR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MIA,1434,2169,66.11%,0.06%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MIA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MGM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MKE,14819,22551,65.71%,0.64%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MKE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MIA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MLI,2453,4039,60.73%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MLI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MKE,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MLU,3774,5761,65.51%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MLU,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MLI,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MOB,3414,5158,66.19%,0.15%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MOB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MLU,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MOT,4923,7670,64.19%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MOT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MOB,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MQT,2417,3814,63.37%,0.10%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MQT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MOT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MSN,10862,17165,63.28%,0.47%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MSN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MQT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MSO,2628,3383,77.68%,0.11%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MSO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MSN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MSP,156028,226247,68.96%,6.76%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MSP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MSO,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MSY,2105,3069,68.59%,0.09%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MSY,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MSP,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/MYR,621,884,70.25%,0.03%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/MYR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MSY,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/OAJ,4856,6961,69.76%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/OAJ,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/MYR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/OAK,4664,5991,77.85%,0.20%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/OAK,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/OAJ,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/OKC,5445,8222,66.22%,0.24%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/OKC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/OAK,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/OMA,16677,25801,64.64%,0.72%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/OMA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/OKC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ONT,5727,7643,74.93%,0.25%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ONT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/OMA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ORD,9177,16154,56.81%,0.40%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ORD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ONT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ORF,11161,17691,63.09%,0.48%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ORF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ORD,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ORH,1049,1598,65.64%,0.05%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ORH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ORF,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PDX,9751,12874,75.74%,0.42%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PDX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ORH,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PHL,4779,7015,68.13%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PHL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PDX,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PHX,6351,8681,73.16%,0.28%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PHX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PHL,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PIH,1701,2152,79.04%,0.07%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PIH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PHX,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PIT,23608,35452,66.59%,1.02%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PIT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PIH,,,,
