KPI_Name,parent,node,Tier,sys,Mo_Nb,frst_flt_ind,station,dom_int,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/9/First Flight,FAT,4.1,sys,9,First Flight,FAT,,90.0,27,30,94.5,5.00%,0.0010857763300760044,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/9/First Flight,FAY,4.1,sys,9,First Flight,FAY,,86.67,26,30,91.0,5.00%,0.0010455623919250411,27.3,30,Cascaded,2027,27.299999999999997,30
D0,sys/9/First Flight,FCA,4.1,sys,9,First Flight,FCA,,86.05,37,43,90.35,5.00%,0.0014879157115856355,38.85,43,Cascaded,2027,38.849999999999994,43
D0,sys/9/First Flight,FLL,4.1,sys,9,First Flight,FLL,,89.77,158,176,94.26,5.00%,0.006353802227852173,165.9,176,Cascaded,2027,165.89999999999998,176
D0,sys/9/First Flight,FSD,4.1,sys,9,First Flight,FSD,,85.96,49,57,90.26,5.00%,0.001970482969397193,51.45,57,Cascaded,2027,51.449999999999996,57
D0,sys/9/First Flight,FWA,4.1,sys,9,First Flight,FWA,,87.78,79,90,92.17,5.00%,0.0031769011139260867,82.95,90,Cascaded,2027,82.94999999999999,90
D0,sys/9/First Flight,GEG,4.1,sys,9,First Flight,GEG,,93.18,164,176,97.84,5.00%,0.0065950858567579524,172.2,176,Cascaded,2027,172.2,176
D0,sys/9/First Flight,GFK,4.1,sys,9,First Flight,GFK,,93.1,27,29,97.76,5.00%,0.0010857763300760044,28.35,29,Cascaded,2027,28.349999999999998,29
D0,sys/9/First Flight,GJT,4.1,sys,9,First Flight,GJT,,96.67,29,30,101.5,5.00%,0.0011662042063779307,30.45,30,Cascaded,2027,30.45,30
D0,sys/9/First Flight,GNV,4.1,sys,9,First Flight,GNV,,96.67,29,30,101.5,5.00%,0.0011662042063779307,30.45,30,Cascaded,2027,30.45,30
D0,sys/9/First Flight,GPT,4.1,sys,9,First Flight,GPT,,93.1,27,29,97.76,5.00%,0.0010857763300760044,28.35,29,Cascaded,2027,28.349999999999998,29
D0,sys/9/First Flight,GRB,4.1,sys,9,First Flight,GRB,,98.89,89,90,103.83,5.00%,0.003579040495435718,93.45,90,Cascaded,2027,93.44999999999999,90
D0,sys/9/First Flight,GRR,4.1,sys,9,First Flight,GRR,,91.23,156,171,95.79,5.00%,0.006273374351550247,163.8,171,Cascaded,2027,163.79999999999998,171
D0,sys/9/First Flight,GSO,4.1,sys,9,First Flight,GSO,,93.15,136,146,97.81,5.00%,0.005469095588530985,142.8,146,Cascaded,2027,142.79999999999998,146
D0,sys/9/First Flight,GSP,4.1,sys,9,First Flight,GSP,,90.6,135,149,95.13,5.00%,0.0054288816503800215,141.75,149,Cascaded,2027,141.75,149
D0,sys/9/First Flight,GTF,4.1,sys,9,First Flight,GTF,,100.0,37,37,105.0,5.00%,0.0014879157115856355,38.85,37,Cascaded,2027,38.849999999999994,37
D0,sys/9/First Flight,GTR,4.1,sys,9,First Flight,GTR,,89.66,26,29,94.14,5.00%,0.0010455623919250411,27.3,29,Cascaded,2027,27.299999999999997,29
D0,sys/9/First Flight,HLN,4.1,sys,9,First Flight,HLN,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,HNL,4.1,sys,9,First Flight,HNL,,90.0,27,30,94.5,5.00%,0.0010857763300760044,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/9/First Flight,HOU,4.1,sys,9,First Flight,HOU,,83.33,25,30,87.5,5.00%,0.001005348453774078,26.25,30,Cascaded,2027,26.25,30
D0,sys/9/First Flight,HPN,4.1,sys,9,First Flight,HPN,,78.57,22,28,82.5,5.00%,0.0008847066393211887,23.1,28,Cascaded,2027,23.099999999999998,28
D0,sys/9/First Flight,HSV,4.1,sys,9,First Flight,HSV,,89.57,103,115,94.04,5.00%,0.0041420356295492015,108.15,115,Cascaded,2027,108.14999999999999,115
D0,sys/9/First Flight,IAD,4.1,sys,9,First Flight,IAD,,75.17,109,145,78.93,5.00%,0.004383319258454981,114.45,145,Cascaded,2027,114.44999999999999,145
D0,sys/9/First Flight,IAH,4.1,sys,9,First Flight,IAH,,84.62,176,208,88.85,5.00%,0.00707765311456951,184.8,208,Cascaded,2027,184.79999999999998,208
D0,sys/9/First Flight,ICN,4.1,sys,9,First Flight,ICN,,96.55,28,29,101.38,5.00%,0.0011259902682269674,29.4,29,Cascaded,2027,29.4,29
D0,sys/9/First Flight,ICT,4.1,sys,9,First Flight,ICT,,91.53,54,59,96.1,5.00%,0.002171552660152009,56.7,59,Cascaded,2027,56.699999999999996,59
D0,sys/9/First Flight,IDA,4.1,sys,9,First Flight,IDA,,90.0,27,30,94.5,5.00%,0.0010857763300760044,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/9/First Flight,ILM,4.1,sys,9,First Flight,ILM,,96.55,56,58,101.38,5.00%,0.002251980536453935,58.8,58,Cascaded,2027,58.8,58
D0,sys/9/First Flight,IND,4.1,sys,9,First Flight,IND,,93.8,333,355,98.49,5.00%,0.013391241404270721,349.65,355,Cascaded,2027,349.65,355
D0,sys/9/First Flight,ITH,4.1,sys,9,First Flight,ITH,,92.31,24,26,96.92,5.00%,0.0009651345156231149,25.2,26,Cascaded,2027,25.2,26
D0,sys/9/First Flight,JAC,4.1,sys,9,First Flight,JAC,,48.33,29,60,50.75,5.00%,0.0011662042063779307,30.45,60,Cascaded,2027,30.45,60
D0,sys/9/First Flight,JAN,4.1,sys,9,First Flight,JAN,,81.67,49,60,85.75,5.00%,0.001970482969397193,51.45,60,Cascaded,2027,51.449999999999996,60
D0,sys/9/First Flight,JAX,4.1,sys,9,First Flight,JAX,,86.96,180,207,91.3,5.00%,0.007238508867173362,189.0,207,Cascaded,2027,189.0,207
D0,sys/9/First Flight,JFK,4.1,sys,9,First Flight,JFK,,86.32,808,936,90.64,5.00%,0.0324928620259782,848.4,936,Cascaded,2027,848.4,936
D0,sys/9/First Flight,JNU,4.1,sys,9,First Flight,JNU,,89.66,26,29,94.14,5.00%,0.0010455623919250411,27.3,29,Cascaded,2027,27.299999999999997,29
D0,sys/9/First Flight,KIN,4.1,sys,9,First Flight,KIN,,96.55,28,29,101.38,5.00%,0.0011259902682269674,29.4,29,Cascaded,2027,29.4,29
D0,sys/9/First Flight,LAN,4.1,sys,9,First Flight,LAN,,96.55,28,29,101.38,5.00%,0.0011259902682269674,29.4,29,Cascaded,2027,29.4,29
D0,sys/9/First Flight,LAS,4.1,sys,9,First Flight,LAS,,79.94,255,319,83.93,5.00%,0.010254554228495597,267.75,319,Cascaded,2027,267.75,319
D0,sys/9/First Flight,LAX,4.1,sys,9,First Flight,LAX,,86.75,668,770,91.09,5.00%,0.026862910684843366,701.4,770,Cascaded,2027,701.4,770
D0,sys/9/First Flight,LEX,4.1,sys,9,First Flight,LEX,,95.77,136,142,100.56,5.00%,0.005469095588530985,142.8,142,Cascaded,2027,142.79999999999998,142
D0,sys/9/First Flight,LFT,4.1,sys,9,First Flight,LFT,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,LGA,4.1,sys,9,First Flight,LGA,,88.87,878,988,93.31,5.00%,0.03530783769654562,921.9,988,Cascaded,2027,921.9,988
D0,sys/9/First Flight,LGB,4.1,sys,9,First Flight,LGB,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,LIT,4.1,sys,9,First Flight,LIT,,88.24,75,85,92.65,5.00%,0.0030160453613222345,78.75,85,Cascaded,2027,78.75,85
D0,sys/9/First Flight,LWS,4.1,sys,9,First Flight,LWS,,96.55,28,29,101.38,5.00%,0.0011259902682269674,29.4,29,Cascaded,2027,29.4,29
D0,sys/9/First Flight,MAF,4.1,sys,9,First Flight,MAF,,92.31,24,26,96.92,5.00%,0.0009651345156231149,25.2,26,Cascaded,2027,25.2,26
D0,sys/9/First Flight,MBS,4.1,sys,9,First Flight,MBS,,96.67,29,30,101.5,5.00%,0.0011662042063779307,30.45,30,Cascaded,2027,30.45,30
D0,sys/9/First Flight,MCI,4.1,sys,9,First Flight,MCI,,90.98,242,266,95.53,5.00%,0.009731773032533076,254.1,266,Cascaded,2027,254.1,266
D0,sys/9/First Flight,MCO,4.1,sys,9,First Flight,MCO,,92.16,376,408,96.76,5.00%,0.015120440744762135,394.8,408,Cascaded,2027,394.79999999999995,408
D0,sys/9/First Flight,MDT,4.1,sys,9,First Flight,MDT,,85.0,51,60,89.25,5.00%,0.002050910845699119,53.55,60,Cascaded,2027,53.55,60
D0,sys/9/First Flight,MDW,4.1,sys,9,First Flight,MDW,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,MEM,4.1,sys,9,First Flight,MEM,,91.35,243,266,95.92,5.00%,0.009771986970684038,255.15,266,Cascaded,2027,255.14999999999998,266
D0,sys/9/First Flight,MEX,4.1,sys,9,First Flight,MEX,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,MFE,4.1,sys,9,First Flight,MFE,,96.67,29,30,101.5,5.00%,0.0011662042063779307,30.45,30,Cascaded,2027,30.45,30
D0,sys/9/First Flight,MFR,4.1,sys,9,First Flight,MFR,,98.33,59,60,103.25,5.00%,0.0023726223509068244,61.95,60,Cascaded,2027,61.949999999999996,60
D0,sys/9/First Flight,MGM,4.1,sys,9,First Flight,MGM,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,MIA,4.1,sys,9,First Flight,MIA,,88.77,166,187,93.21,5.00%,0.0066755137330598785,174.3,187,Cascaded,2027,174.29999999999998,187
D0,sys/9/First Flight,MKE,4.1,sys,9,First Flight,MKE,,89.42,186,208,93.89,5.00%,0.007479792496079141,195.3,208,Cascaded,2027,195.29999999999998,208
D0,sys/9/First Flight,MLB,4.1,sys,9,First Flight,MLB,,90.0,27,30,94.5,5.00%,0.0010857763300760044,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/9/First Flight,MLI,4.1,sys,9,First Flight,MLI,,93.1,27,29,97.76,5.00%,0.0010857763300760044,28.35,29,Cascaded,2027,28.349999999999998,29
D0,sys/9/First Flight,MLU,4.1,sys,9,First Flight,MLU,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,MOB,4.1,sys,9,First Flight,MOB,,96.67,29,30,101.5,5.00%,0.0011662042063779307,30.45,30,Cascaded,2027,30.45,30
D0,sys/9/First Flight,MOT,4.1,sys,9,First Flight,MOT,,91.07,51,56,95.62,5.00%,0.002050910845699119,53.55,56,Cascaded,2027,53.55,56
D0,sys/9/First Flight,MQT,4.1,sys,9,First Flight,MQT,,92.86,26,28,97.5,5.00%,0.0010455623919250411,27.3,28,Cascaded,2027,27.299999999999997,28
D0,sys/9/First Flight,MSN,4.1,sys,9,First Flight,MSN,,91.6,109,119,96.18,5.00%,0.004383319258454981,114.45,119,Cascaded,2027,114.44999999999999,119
D0,sys/9/First Flight,MSO,4.1,sys,9,First Flight,MSO,,85.37,35,41,89.63,5.00%,0.0014074878352837094,36.75,41,Cascaded,2027,36.75,41
D0,sys/9/First Flight,MSP,4.1,sys,9,First Flight,MSP,,88.68,830,936,93.11,5.00%,0.033377568665299395,871.5,936,Cascaded,2027,871.5,936
D0,sys/9/First Flight,MSY,4.1,sys,9,First Flight,MSY,,92.37,109,118,96.99,5.00%,0.004383319258454981,114.45,118,Cascaded,2027,114.44999999999999,118
D0,sys/9/First Flight,MYR,4.1,sys,9,First Flight,MYR,,89.66,26,29,94.14,5.00%,0.0010455623919250411,27.3,29,Cascaded,2027,27.299999999999997,29
D0,sys/9/First Flight,OAJ,4.1,sys,9,First Flight,OAJ,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,OAK,4.1,sys,9,First Flight,OAK,,100.0,30,30,105.0,5.00%,0.0012064181445288937,31.5,30,Cascaded,2027,31.5,30
D0,sys/9/First Flight,OKC,4.1,sys,9,First Flight,OKC,,93.24,138,148,97.91,5.00%,0.005549523464832911,144.9,148,Cascaded,2027,144.89999999999998,148
D0,sys/9/First Flight,OMA,4.1,sys,9,First Flight,OMA,,91.3,189,207,95.87,5.00%,0.00760043431053203,198.45,207,Cascaded,2027,198.45,207
D0,sys/9/First Flight,ONT,4.1,sys,9,First Flight,ONT,,91.11,82,90,95.67,5.00%,0.0032975429283789762,86.1,90,Cascaded,2027,86.1,90
D0,sys/9/First Flight,ORD,4.1,sys,9,First Flight,ORD,,85.91,256,298,90.2,5.00%,0.01029476816664656,268.8,298,Cascaded,2027,268.8,298
D0,sys/9/First Flight,ORF,4.1,sys,9,First Flight,ORF,,88.0,154,175,92.4,5.00%,0.006192946475248321,161.7,175,Cascaded,2027,161.7,175
D0,sys/9/First Flight,PDX,4.1,sys,9,First Flight,PDX,,83.65,174,208,87.84,5.00%,0.006997225238267584,182.7,208,Cascaded,2027,182.7,208
D0,sys/9/First Flight,PHL,4.1,sys,9,First Flight,PHL,,90.64,155,171,95.18,5.00%,0.006233160413399284,162.75,171,Cascaded,2027,162.75,171
D0,sys/9/First Flight,PHX,4.1,sys,9,First Flight,PHX,,90.64,213,235,95.17,5.00%,0.008565568826155145,223.65,235,Cascaded,2027,223.64999999999998,235
D0,sys/9/First Flight,PIT,4.1,sys,9,First Flight,PIT,,88.41,206,233,92.83,5.00%,0.008284071259098403,216.3,233,Cascaded,2027,216.29999999999998,233
D0,sys/9/First Flight,PNS,4.1,sys,9,First Flight,PNS,,96.67,87,90,101.5,5.00%,0.003498612619133792,91.35,90,Cascaded,2027,91.35,90
D0,sys/9/First Flight,PSC,4.1,sys,9,First Flight,PSC,,92.13,82,89,96.74,5.00%,0.0032975429283789762,86.1,89,Cascaded,2027,86.1,89
D0,sys/9/First Flight,PSP,4.1,sys,9,First Flight,PSP,,100.0,30,30,105.0,5.00%,0.0012064181445288937,31.5,30,Cascaded,2027,31.5,30
D0,sys/9/First Flight,PVD,4.1,sys,9,First Flight,PVD,,73.53,50,68,77.21,5.00%,0.002010696907548156,52.5,68,Cascaded,2027,52.5,68
D0,sys/9/First Flight,PWM,4.1,sys,9,First Flight,PWM,,83.13,69,83,87.29,5.00%,0.0027747617324164553,72.45,83,Cascaded,2027,72.44999999999999,83
D0,sys/9/First Flight,RAP,4.1,sys,9,First Flight,RAP,,90.0,27,30,94.5,5.00%,0.0010857763300760044,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/9/First Flight,RDM,4.1,sys,9,First Flight,RDM,,88.33,53,60,92.75,5.00%,0.0021313387220010457,55.65,60,Cascaded,2027,55.65,60
D0,sys/9/First Flight,RDU,4.1,sys,9,First Flight,RDU,,87.84,484,551,92.23,5.00%,0.019463546065066152,508.2,551,Cascaded,2027,508.2,551
D0,sys/9/First Flight,RHI,4.1,sys,9,First Flight,RHI,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,RIC,4.1,sys,9,First Flight,RIC,,88.84,207,233,93.28,5.00%,0.008324285197249367,217.35,233,Cascaded,2027,217.35,233
D0,sys/9/First Flight,RNO,4.1,sys,9,First Flight,RNO,,92.65,63,68,97.28,5.00%,0.0025334781035106766,66.15,68,Cascaded,2027,66.14999999999999,68
D0,sys/9/First Flight,ROA,4.1,sys,9,First Flight,ROA,,92.16,47,51,96.76,5.00%,0.0018900550930952668,49.35,51,Cascaded,2027,49.349999999999994,51
D0,sys/9/First Flight,ROC,4.1,sys,9,First Flight,ROC,,82.76,96,116,86.9,5.00%,0.0038605380624924597,100.8,116,Cascaded,2027,100.8,116
D0,sys/9/First Flight,RST,4.1,sys,9,First Flight,RST,,96.67,29,30,101.5,5.00%,0.0011662042063779307,30.45,30,Cascaded,2027,30.45,30
D0,sys/9/First Flight,RSW,4.1,sys,9,First Flight,RSW,,96.49,110,114,101.32,5.00%,0.004423533196605944,115.5,114,Cascaded,2027,115.5,114
D0,sys/9/First Flight,SAN,4.1,sys,9,First Flight,SAN,,84.96,226,266,89.21,5.00%,0.009088350022117666,237.3,266,Cascaded,2027,237.29999999999998,266
D0,sys/9/First Flight,SAT,4.1,sys,9,First Flight,SAT,,86.06,179,208,90.36,5.00%,0.007198294929022399,187.95,208,Cascaded,2027,187.95,208
D0,sys/9/First Flight,SAV,4.1,sys,9,First Flight,SAV,,89.73,131,146,94.21,5.00%,0.005268025897776169,137.55,146,Cascaded,2027,137.54999999999998,146
D0,sys/9/First Flight,SBA,4.1,sys,9,First Flight,SBA,,77.19,44,57,81.05,5.00%,0.0017694132786423775,46.2,57,Cascaded,2027,46.199999999999996,57
D0,sys/9/First Flight,SBN,4.1,sys,9,First Flight,SBN,,91.95,80,87,96.55,5.00%,0.0032171150520770497,84.0,87,Cascaded,2027,84.0,87
D0,sys/9/First Flight,SDF,4.1,sys,9,First Flight,SDF,,89.89,160,178,94.38,5.00%,0.006434230104154099,168.0,178,Cascaded,2027,168.0,178
D0,sys/9/First Flight,SDQ,4.1,sys,9,First Flight,SDQ,,83.33,15,18,87.5,5.00%,0.0006032090722644469,15.75,18,Cascaded,2027,15.75,18
D0,sys/9/First Flight,SEA,4.1,sys,9,First Flight,SEA,,83.85,488,582,88.04,5.00%,0.019624401817670004,512.4,582,Cascaded,2027,512.4,582
D0,sys/9/First Flight,SFO,4.1,sys,9,First Flight,SFO,,81.38,236,290,85.45,5.00%,0.009490489403627298,247.8,290,Cascaded,2027,247.79999999999998,290
D0,sys/9/First Flight,SGF,4.1,sys,9,First Flight,SGF,,73.33,22,30,77.0,5.00%,0.0008847066393211887,23.1,30,Cascaded,2027,23.099999999999998,30
D0,sys/9/First Flight,SGU,4.1,sys,9,First Flight,SGU,,93.33,56,60,98.0,5.00%,0.002251980536453935,58.8,60,Cascaded,2027,58.8,60
D0,sys/9/First Flight,SHV,4.1,sys,9,First Flight,SHV,,86.44,51,59,90.76,5.00%,0.002050910845699119,53.55,59,Cascaded,2027,53.55,59
D0,sys/9/First Flight,SJC,4.1,sys,9,First Flight,SJC,,91.95,137,149,96.54,5.00%,0.005509309526681948,143.85,149,Cascaded,2027,143.85,149
D0,sys/9/First Flight,SJU,4.1,sys,9,First Flight,SJU,,79.66,47,59,83.64,5.00%,0.0018900550930952668,49.35,59,Cascaded,2027,49.349999999999994,59
D0,sys/9/First Flight,SLC,4.1,sys,9,First Flight,SLC,,82.6,546,661,86.73,5.00%,0.021956810230425866,573.3,661,Cascaded,2027,573.3,661
D0,sys/9/First Flight,SMF,4.1,sys,9,First Flight,SMF,,93.3,167,179,97.96,5.00%,0.006715727671210842,175.35,179,Cascaded,2027,175.35,179
D0,sys/9/First Flight,SNA,4.1,sys,9,First Flight,SNA,,83.48,96,115,87.65,5.00%,0.0038605380624924597,100.8,115,Cascaded,2027,100.8,115
D0,sys/9/First Flight,SRQ,4.1,sys,9,First Flight,SRQ,,93.22,55,59,97.88,5.00%,0.002211766598302972,57.75,59,Cascaded,2027,57.75,59
D0,sys/9/First Flight,STI,4.1,sys,9,First Flight,STI,,89.47,17,19,93.95,5.00%,0.0006836369485663731,17.85,19,Cascaded,2027,17.849999999999998,19
D0,sys/9/First Flight,STL,4.1,sys,9,First Flight,STL,,89.83,159,177,94.32,5.00%,0.006394016166003136,166.95,177,Cascaded,2027,166.95,177
D0,sys/9/First Flight,SUN,4.1,sys,9,First Flight,SUN,,100.0,29,29,105.0,5.00%,0.0011662042063779307,30.45,29,Cascaded,2027,30.45,29
D0,sys/9/First Flight,SYR,4.1,sys,9,First Flight,SYR,,89.58,129,144,94.06,5.00%,0.005187598021474243,135.45,144,Cascaded,2027,135.45,144
D0,sys/9/First Flight,TLH,4.1,sys,9,First Flight,TLH,,83.33,50,60,87.5,5.00%,0.002010696907548156,52.5,60,Cascaded,2027,52.5,60
D0,sys/9/First Flight,TPA,4.1,sys,9,First Flight,TPA,,91.7,243,265,96.28,5.00%,0.009771986970684038,255.15,265,Cascaded,2027,255.14999999999998,265
D0,sys/9/First Flight,TPE,4.1,sys,9,First Flight,TPE,,79.31,23,29,83.28,5.00%,0.0009249205774721519,24.15,29,Cascaded,2027,24.15,29
D0,sys/9/First Flight,TRI,4.1,sys,9,First Flight,TRI,,90.0,27,30,94.5,5.00%,0.0010857763300760044,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/9/First Flight,TUL,4.1,sys,9,First Flight,TUL,,90.59,77,85,95.12,5.00%,0.0030964732376241606,80.85,85,Cascaded,2027,80.85,85
D0,sys/9/First Flight,TUS,4.1,sys,9,First Flight,TUS,,95.56,86,90,100.33,5.00%,0.003458398680982829,90.3,90,Cascaded,2027,90.3,90
D0,sys/9/First Flight,TVC,4.1,sys,9,First Flight,TVC,,86.49,32,37,90.81,5.00%,0.00128684602083082,33.6,37,Cascaded,2027,33.6,37
D0,sys/9/First Flight,TWF,4.1,sys,9,First Flight,TWF,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,TYS,4.1,sys,9,First Flight,TYS,,92.49,160,173,97.11,5.00%,0.006434230104154099,168.0,173,Cascaded,2027,168.0,173
D0,sys/9/First Flight,VLD,4.1,sys,9,First Flight,VLD,,90.0,27,30,94.5,5.00%,0.0010857763300760044,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/9/First Flight,VPS,4.1,sys,9,First Flight,VPS,,90.0,27,30,94.5,5.00%,0.0010857763300760044,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/9/First Flight,XNA,4.1,sys,9,First Flight,XNA,,84.75,50,59,88.98,5.00%,0.002010696907548156,52.5,59,Cascaded,2027,52.5,59
D0,sys/9/First Flight,XWA,4.1,sys,9,First Flight,XWA,,93.33,28,30,98.0,5.00%,0.0011259902682269674,29.4,30,Cascaded,2027,29.4,30
D0,sys/9/First Flight,YHZ,4.1,sys,9,First Flight,YHZ,,89.29,25,28,93.75,5.00%,0.001005348453774078,26.25,28,Cascaded,2027,26.25,28
D0,sys/9/First Flight,YUL,4.1,sys,9,First Flight,YUL,,94.96,113,119,99.71,5.00%,0.004544175011058833,118.65,119,Cascaded,2027,118.64999999999999,119
D0,sys/9/First Flight,YVR,4.1,sys,9,First Flight,YVR,,93.22,110,118,97.88,5.00%,0.004423533196605944,115.5,118,Cascaded,2027,115.5,118
D0,sys/9/First Flight,YWG,4.1,sys,9,First Flight,YWG,,91.67,55,60,96.25,5.00%,0.002211766598302972,57.75,60,Cascaded,2027,57.75,60
D0,sys/9/First Flight,YYC,4.1,sys,9,First Flight,YYC,,83.33,50,60,87.5,5.00%,0.002010696907548156,52.5,60,Cascaded,2027,52.5,60
D0,sys/9/First Flight,YYZ,4.1,sys,9,First Flight,YYZ,,93.23,179,192,97.89,5.00%,0.007198294929022399,187.95,192,Cascaded,2027,187.95,192
D0,sys/9/Not First Flight,ABE,4.1,sys,9,Not First Flight,ABE,,69.09,38,55,72.55,5.00%,0.00042573214725850905,39.9,55,Cascaded,2027,39.9,55
D0,sys/9/Not First Flight,ABQ,4.1,sys,9,Not First Flight,ABQ,,84.52,131,155,88.74,5.00%,0.0014676555602859127,137.55,155,Cascaded,2027,137.54999999999998,155
D0,sys/9/Not First Flight,ABR,4.1,sys,9,Not First Flight,ABR,,86.67,26,30,91.0,5.00%,0.00029129041654529564,27.3,30,Cascaded,2027,27.299999999999997,30
D0,sys/9/Not First Flight,ABY,4.1,sys,9,Not First Flight,ABY,,71.93,41,57,75.53,5.00%,0.0004593425799368124,43.05,57,Cascaded,2027,43.05,57
D0,sys/9/Not First Flight,ACC,4.1,sys,9,Not First Flight,ACC,,37.93,11,29,39.83,5.00%,0.00012323825315377893,11.55,29,Cascaded,2027,11.549999999999999,29
D0,sys/9/Not First Flight,ACK,4.1,sys,9,Not First Flight,ACK,,63.16,12,19,66.32,5.00%,0.0001344417307132134,12.6,19,Cascaded,2027,12.6,19
D0,sys/9/Not First Flight,AEX,4.1,sys,9,Not First Flight,AEX,,75.0,45,60,78.75,5.00%,0.0005041564901745502,47.25,60,Cascaded,2027,47.25,60
D0,sys/9/Not First Flight,AGS,4.1,sys,9,Not First Flight,AGS,,76.0,114,150,79.8,5.00%,0.0012771964417755272,119.7,150,Cascaded,2027,119.69999999999999,150
D0,sys/9/Not First Flight,ALB,4.1,sys,9,Not First Flight,ALB,,79.62,125,157,83.6,5.00%,0.001400434694929306,131.25,157,Cascaded,2027,131.25,157
D0,sys/9/Not First Flight,AMS,4.1,sys,9,Not First Flight,AMS,,34.36,156,454,36.08,5.00%,0.001747742499271774,163.8,454,Cascaded,2027,163.79999999999998,454
D0,sys/9/Not First Flight,ANC,4.1,sys,9,Not First Flight,ANC,,73.84,175,237,77.53,5.00%,0.0019606085729010287,183.75,237,Cascaded,2027,183.75,237
D0,sys/9/Not First Flight,APN,4.1,sys,9,Not First Flight,APN,,100.0,53,53,105.0,5.00%,0.0005937843106500258,55.65,53,Cascaded,2027,55.65,53
D0,sys/9/Not First Flight,ARN,4.1,sys,9,Not First Flight,ARN,,70.0,21,30,73.5,5.00%,0.0002352730287481234,22.05,30,Cascaded,2027,22.049999999999997,30
D0,sys/9/Not First Flight,ASE,4.1,sys,9,Not First Flight,ASE,,70.0,21,30,73.5,5.00%,0.0002352730287481234,22.05,30,Cascaded,2027,22.049999999999997,30
D0,sys/9/Not First Flight,ATH,4.1,sys,9,Not First Flight,ATH,,71.53,98,137,75.11,5.00%,0.0010979408008245759,102.9,137,Cascaded,2027,102.89999999999999,137
D0,sys/9/Not First Flight,ATL,4.1,sys,9,Not First Flight,ATL,,75.52,17486,23155,79.29,5.00%,0.19590400860427076,18360.3,23155,Cascaded,2027,18360.3,23155
D0,sys/9/Not First Flight,ATW,4.1,sys,9,Not First Flight,ATW,,78.33,94,120,82.25,5.00%,0.0010531268905868381,98.7,120,Cascaded,2027,98.69999999999999,120
D0,sys/9/Not First Flight,AUA,4.1,sys,9,Not First Flight,AUA,,72.88,43,59,76.53,5.00%,0.0004817495350556813,45.15,59,Cascaded,2027,45.15,59
D0,sys/9/Not First Flight,AUS,4.1,sys,9,Not First Flight,AUS,,73.46,908,1236,77.14,5.00%,0.010172757623966478,953.4,1236,Cascaded,2027,953.4,1236
D0,sys/9/Not First Flight,AVL,4.1,sys,9,Not First Flight,AVL,,60.73,133,219,63.77,5.00%,0.0014900625154047817,139.65,219,Cascaded,2027,139.64999999999998,219
D0,sys/9/Not First Flight,AZO,4.1,sys,9,Not First Flight,AZO,,80.36,45,56,84.38,5.00%,0.0005041564901745502,47.25,56,Cascaded,2027,47.25,56
D0,sys/9/Not First Flight,BCN,4.1,sys,9,Not First Flight,BCN,,64.29,63,98,67.5,5.00%,0.0007058190862443703,66.15,98,Cascaded,2027,66.14999999999999,98
D0,sys/9/Not First Flight,BDA,4.1,sys,9,Not First Flight,BDA,,86.67,26,30,91.0,5.00%,0.00029129041654529564,27.3,30,Cascaded,2027,27.299999999999997,30
D0,sys/9/Not First Flight,BDL,4.1,sys,9,Not First Flight,BDL,,77.23,173,224,81.09,5.00%,0.0019382016177821595,181.65,224,Cascaded,2027,181.64999999999998,224
D0,sys/9/Not First Flight,BER,4.1,sys,9,Not First Flight,BER,,53.33,16,30,56.0,5.00%,0.00017925564095095119,16.8,30,Cascaded,2027,16.8,30
