KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,dom_int,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/DC/9E/D,MLU,5.0,sys,DC,9E,D,MLU,,69.37,711,1025,72.83,5.00%,0.004346629986244842,746.55,1025,Cascaded,2027,746.55,1025
D0,sys/DC/9E/D,MOB,5.0,sys,DC,9E,D,MOB,,72.8,586,805,76.43,5.00%,0.0035824545315604464,615.3,805,Cascaded,2027,615.3,805
D0,sys/DC/9E/D,MOT,5.0,sys,DC,9E,D,MOT,,69.23,81,117,72.69,5.00%,0.0004951856946354883,85.05,117,Cascaded,2027,85.05,117
D0,sys/DC/9E/D,MSN,5.0,sys,DC,9E,D,MSN,,69.46,621,894,72.94,5.00%,0.003796423658872077,652.05,894,Cascaded,2027,652.05,894
D0,sys/DC/9E/D,MSP,5.0,sys,DC,9E,D,MSP,,65.78,9534,14494,69.07,5.00%,0.05828519027968822,10010.7,14494,Cascaded,2027,10010.7,14494
D0,sys/DC/9E/D,MYR,5.0,sys,DC,9E,D,MYR,,69.47,66,95,72.95,5.00%,0.00040348464007336086,69.3,95,Cascaded,2027,69.3,95
D0,sys/DC/9E/D,OAJ,5.0,sys,DC,9E,D,OAJ,,76.97,645,838,80.82,5.00%,0.003943145346171481,677.25,838,Cascaded,2027,677.25,838
D0,sys/DC/9E/D,OKC,5.0,sys,DC,9E,D,OKC,,77.45,182,235,81.32,5.00%,0.00111263946202048,191.1,235,Cascaded,2027,191.1,235
D0,sys/DC/9E/D,OMA,5.0,sys,DC,9E,D,OMA,,72.7,751,1033,76.34,5.00%,0.004591166131743848,788.55,1033,Cascaded,2027,788.55,1033
D0,sys/DC/9E/D,ORD,5.0,sys,DC,9E,D,ORD,,51.69,595,1151,54.28,5.00%,0.003637475164297723,624.75,1151,Cascaded,2027,624.75,1151
D0,sys/DC/9E/D,ORF,5.0,sys,DC,9E,D,ORF,,63.38,1419,2239,66.55,5.00%,0.008674919761577258,1489.95,2239,Cascaded,2027,1489.95,2239
D0,sys/DC/9E/D,ORH,5.0,sys,DC,9E,D,ORH,,67.5,189,280,70.88,5.00%,0.001155433287482806,198.45,280,Cascaded,2027,198.45,280
D0,sys/DC/9E/D,PHL,5.0,sys,DC,9E,D,PHL,,38.71,12,31,40.65,5.00%,7.336084364970197e-05,12.6,31,Cascaded,2027,12.6,31
D0,sys/DC/9E/D,PIT,5.0,sys,DC,9E,D,PIT,,66.22,1298,1960,69.54,5.00%,0.007935197921442764,1362.9,1960,Cascaded,2027,1362.9,1960
D0,sys/DC/9E/D,PNS,5.0,sys,DC,9E,D,PNS,,60.9,204,335,63.94,5.00%,0.0012471343420449336,214.2,335,Cascaded,2027,214.2,335
D0,sys/DC/9E/D,PVD,5.0,sys,DC,9E,D,PVD,,58.64,129,220,61.57,5.00%,0.0007886290692342962,135.45,220,Cascaded,2027,135.45,220
D0,sys/DC/9E/D,PWM,5.0,sys,DC,9E,D,PWM,,68.3,793,1161,71.72,5.00%,0.004847929084517805,832.65,1161,Cascaded,2027,832.65,1161
D0,sys/DC/9E/D,RAP,5.0,sys,DC,9E,D,RAP,,75.51,629,833,79.29,5.00%,0.0038453308879718784,660.45,833,Cascaded,2027,660.45,833
D0,sys/DC/9E/D,RDU,5.0,sys,DC,9E,D,RDU,,64.78,4503,6951,68.02,5.00%,0.027528656579550666,4728.15,6951,Cascaded,2027,4728.15,6951
D0,sys/DC/9E/D,RIC,5.0,sys,DC,9E,D,RIC,,68.34,1541,2255,71.75,5.00%,0.009420755005349227,1618.05,2255,Cascaded,2027,1618.05,2255
D0,sys/DC/9E/D,ROA,5.0,sys,DC,9E,D,ROA,,67.6,849,1256,70.98,5.00%,0.005190279688216414,891.45,1256,Cascaded,2027,891.45,1256
D0,sys/DC/9E/D,ROC,5.0,sys,DC,9E,D,ROC,,63.15,1623,2570,66.31,5.00%,0.009922054103622192,1704.15,2570,Cascaded,2027,1704.15,2570
D0,sys/DC/9E/D,RST,5.0,sys,DC,9E,D,RST,,72.52,541,746,76.15,5.00%,0.0033073513678740637,568.05,746,Cascaded,2027,568.05,746
D0,sys/DC/9E/D,RSW,5.0,sys,DC,9E,D,RSW,,63.24,43,68,66.4,5.00%,0.00026287635641143205,45.15,68,Cascaded,2027,45.15,68
D0,sys/DC/9E/D,SAV,5.0,sys,DC,9E,D,SAV,,62.35,856,1373,65.46,5.00%,0.005233073513678741,898.8,1373,Cascaded,2027,898.8,1373
D0,sys/DC/9E/D,SBN,5.0,sys,DC,9E,D,SBN,,72.22,13,18,75.83,5.00%,7.947424728717714e-05,13.65,18,Cascaded,2027,13.65,18
D0,sys/DC/9E/D,SDF,5.0,sys,DC,9E,D,SDF,,76.21,535,702,80.02,5.00%,0.0032706709460492128,561.75,702,Cascaded,2027,561.75,702
D0,sys/DC/9E/D,SGF,5.0,sys,DC,9E,D,SGF,,67.55,410,607,70.92,5.00%,0.0025064954913648174,430.5,607,Cascaded,2027,430.5,607
D0,sys/DC/9E/D,SHV,5.0,sys,DC,9E,D,SHV,,72.73,72,99,76.36,5.00%,0.00044016506189821183,75.6,99,Cascaded,2027,75.6,99
D0,sys/DC/9E/D,STL,5.0,sys,DC,9E,D,STL,,69.2,1058,1529,72.66,5.00%,0.006467981048448724,1110.9,1529,Cascaded,2027,1110.9,1529
D0,sys/DC/9E/D,SYR,5.0,sys,DC,9E,D,SYR,,73.25,1950,2662,76.92,5.00%,0.01192113709307657,2047.5,2662,Cascaded,2027,2047.5,2662
D0,sys/DC/9E/D,TLH,5.0,sys,DC,9E,D,TLH,,65.89,226,343,69.18,5.00%,0.001381629222069387,237.3,343,Cascaded,2027,237.3,343
D0,sys/DC/9E/D,TPA,5.0,sys,DC,9E,D,TPA,,75.0,9,12,78.75,5.00%,5.502063273727648e-05,9.45,12,Cascaded,2027,9.45,12
D0,sys/DC/9E/D,TRI,5.0,sys,DC,9E,D,TRI,,76.16,840,1103,79.96,5.00%,0.005135259055479138,882.0,1103,Cascaded,2027,882.0,1103
D0,sys/DC/9E/D,TUL,5.0,sys,DC,9E,D,TUL,,71.43,220,308,75.0,5.00%,0.001344948800244536,231.0,308,Cascaded,2027,231.0,308
D0,sys/DC/9E/D,TVC,5.0,sys,DC,9E,D,TVC,,59.3,153,258,62.27,5.00%,0.0009353507565337001,160.65,258,Cascaded,2027,160.65,258
D0,sys/DC/9E/D,TYS,5.0,sys,DC,9E,D,TYS,,73.99,2497,3375,77.68,5.00%,0.015265168882775485,2621.85,3375,Cascaded,2027,2621.85,3375
D0,sys/DC/9E/D,VLD,5.0,sys,DC,9E,D,VLD,,74.06,745,1006,77.76,5.00%,0.004554485709918997,782.25,1006,Cascaded,2027,782.25,1006
D0,sys/DC/9E/D,VPS,5.0,sys,DC,9E,D,VPS,,47.46,28,59,49.83,5.00%,0.0001711753018493046,29.4,59,Cascaded,2027,29.4,59
D0,sys/DC/9E/D,XNA,5.0,sys,DC,9E,D,XNA,,66.73,1775,2660,70.07,5.00%,0.010851291456518416,1863.75,2660,Cascaded,2027,1863.75,2660
D0,sys/DC/9E/I,ATL,5.0,sys,DC,9E,I,ATL,,68.99,356,516,72.44,5.00%,0.03457317665339419,373.8,516,Cascaded,2027,373.8,516
D0,sys/DC/9E/I,DTW,5.0,sys,DC,9E,I,DTW,,66.23,1518,2292,69.54,5.00%,0.14742157910070894,1593.9,2292,Cascaded,2027,1593.9,2292
D0,sys/DC/9E/I,ELH,5.0,sys,DC,9E,I,ELH,,61.62,122,198,64.7,5.00%,0.011848111100320483,128.1,198,Cascaded,2027,128.1,198
D0,sys/DC/9E/I,GGT,5.0,sys,DC,9E,I,GGT,,69.47,91,131,72.94,5.00%,0.008837525492861998,95.55,131,Cascaded,2027,95.55,131
D0,sys/DC/9E/I,JFK,5.0,sys,DC,9E,I,JFK,,61.93,623,1006,65.02,5.00%,0.060503059143439834,654.15,1006,Cascaded,2027,654.15,1006
D0,sys/DC/9E/I,LGA,5.0,sys,DC,9E,I,LGA,,66.04,2015,3051,69.35,5.00%,0.1956880644848014,2115.75,3051,Cascaded,2027,2115.75,3051
D0,sys/DC/9E/I,MHH,5.0,sys,DC,9E,I,MHH,,64.52,120,186,67.74,5.00%,0.011653879770807032,126.0,186,Cascaded,2027,126.0,186
D0,sys/DC/9E/I,MSP,5.0,sys,DC,9E,I,MSP,,66.23,357,539,69.55,5.00%,0.03467029231815092,374.85,539,Cascaded,2027,374.85,539
D0,sys/DC/9E/I,YHZ,5.0,sys,DC,9E,I,YHZ,,78.95,195,247,82.89,5.00%,0.018937554627561425,204.75,247,Cascaded,2027,204.75,247
D0,sys/DC/9E/I,YUL,5.0,sys,DC,9E,I,YUL,,75.63,1552,2052,79.42,5.00%,0.1507235117024376,1629.6,2052,Cascaded,2027,1629.6000000000001,2052
D0,sys/DC/9E/I,YYZ,5.0,sys,DC,9E,I,YYZ,,72.75,3348,4602,76.39,5.00%,0.32514324560551616,3515.4,4602,Cascaded,2027,3515.4,4602
D0,sys/DC/OO/D,ABQ,5.0,sys,DC,OO,D,ABQ,,86.37,1850,2142,90.69,5.00%,0.00954725374536184,1942.5,2142,Cascaded,2027,1942.5000000000002,2142
D0,sys/DC/OO/D,ABR,5.0,sys,DC,OO,D,ABR,,85.0,629,740,89.25,5.00%,0.003246066273423026,660.45,740,Cascaded,2027,660.45,740
D0,sys/DC/OO/D,ABY,5.0,sys,DC,OO,D,ABY,,75.37,355,471,79.14,5.00%,0.0018320405835694344,372.75,471,Cascaded,2027,372.75000000000006,471
D0,sys/DC/OO/D,AEX,5.0,sys,DC,OO,D,AEX,,50.0,9,18,52.5,5.00%,4.6446099301760305e-05,9.45,18,Cascaded,2027,9.450000000000001,18
D0,sys/DC/OO/D,AGS,5.0,sys,DC,OO,D,AGS,,70.71,99,140,74.25,5.00%,0.0005109070923193634,103.95,140,Cascaded,2027,103.95000000000002,140
D0,sys/DC/OO/D,ALB,5.0,sys,DC,OO,D,ALB,,72.91,576,790,76.56,5.00%,0.0029725503553126595,604.8,790,Cascaded,2027,604.8000000000001,790
D0,sys/DC/OO/D,APN,5.0,sys,DC,OO,D,APN,,77.31,460,595,81.18,5.00%,0.0023739117420899713,483.0,595,Cascaded,2027,483.00000000000006,595
D0,sys/DC/OO/D,ASE,5.0,sys,DC,OO,D,ASE,,57.81,433,749,60.7,5.00%,0.0022345734441846904,454.65,749,Cascaded,2027,454.65000000000003,749
D0,sys/DC/OO/D,ATL,5.0,sys,DC,OO,D,ATL,,65.14,4699,7214,68.39,5.00%,0.024250024513219077,4933.95,7214,Cascaded,2027,4933.950000000001,7214
D0,sys/DC/OO/D,ATW,5.0,sys,DC,OO,D,ATW,,70.44,1399,1986,73.97,5.00%,0.00721978810257363,1468.95,1986,Cascaded,2027,1468.9500000000003,1986
D0,sys/DC/OO/D,AUS,5.0,sys,DC,OO,D,AUS,,70.46,3854,5470,73.98,5.00%,0.019889251856553804,4046.7,5470,Cascaded,2027,4046.7000000000003,5470
D0,sys/DC/OO/D,AZO,5.0,sys,DC,OO,D,AZO,,69.37,659,950,72.84,5.00%,0.0034008866044288938,691.95,950,Cascaded,2027,691.95,950
D0,sys/DC/OO/D,BDL,5.0,sys,DC,OO,D,BDL,,100.0,1,1,105.0,5.00%,5.16067770019559e-06,1.05,1,Cascaded,2027,1.05,1
D0,sys/DC/OO/D,BGM,5.0,sys,DC,OO,D,BGM,,68.32,179,262,71.74,5.00%,0.0009237613083350106,187.95,262,Cascaded,2027,187.95000000000002,262
D0,sys/DC/OO/D,BHM,5.0,sys,DC,OO,D,BHM,,52.38,110,210,55.0,5.00%,0.0005676745470215149,115.5,210,Cascaded,2027,115.50000000000001,210
D0,sys/DC/OO/D,BIL,5.0,sys,DC,OO,D,BIL,,86.31,605,701,90.62,5.00%,0.0031222100086183316,635.25,701,Cascaded,2027,635.2500000000001,701
D0,sys/DC/OO/D,BIS,5.0,sys,DC,OO,D,BIS,,73.5,452,615,77.17,5.00%,0.0023326263204884066,474.6,615,Cascaded,2027,474.6000000000001,615
D0,sys/DC/OO/D,BJI,5.0,sys,DC,OO,D,BJI,,82.82,593,716,86.96,5.00%,0.0030602818762159845,622.65,716,Cascaded,2027,622.6500000000001,716
D0,sys/DC/OO/D,BMI,5.0,sys,DC,OO,D,BMI,,73.43,105,143,77.1,5.00%,0.000541871158520537,110.25,143,Cascaded,2027,110.25000000000001,143
D0,sys/DC/OO/D,BNA,5.0,sys,DC,OO,D,BNA,,74.61,914,1225,78.34,5.00%,0.004716859417978769,959.7,1225,Cascaded,2027,959.7000000000002,1225
D0,sys/DC/OO/D,BOI,5.0,sys,DC,OO,D,BOI,,85.63,2974,3473,89.91,5.00%,0.015347855480381683,3122.7,3473,Cascaded,2027,3122.7000000000003,3473
D0,sys/DC/OO/D,BQK,5.0,sys,DC,OO,D,BQK,,0.0,0,3,0.0,0.00%,0.0,0.0,3,Cascaded,2027,0.0,3
D0,sys/DC/OO/D,BRD,5.0,sys,DC,OO,D,BRD,,82.52,510,618,86.65,5.00%,0.0026319456270997507,535.5,618,Cascaded,2027,535.5000000000001,618
D0,sys/DC/OO/D,BTM,5.0,sys,DC,OO,D,BTM,,94.13,337,358,98.84,5.00%,0.0017391483849659138,353.85,358,Cascaded,2027,353.85,358
D0,sys/DC/OO/D,BTR,5.0,sys,DC,OO,D,BTR,,59.57,28,47,62.55,5.00%,0.00014449897560547652,29.4,47,Cascaded,2027,29.400000000000002,47
D0,sys/DC/OO/D,BTV,5.0,sys,DC,OO,D,BTV,,63.89,184,288,67.08,5.00%,0.0009495646968359885,193.2,288,Cascaded,2027,193.20000000000002,288
D0,sys/DC/OO/D,BUF,5.0,sys,DC,OO,D,BUF,,71.32,383,537,74.89,5.00%,0.001976539559174911,402.15,537,Cascaded,2027,402.15000000000003,537
D0,sys/DC/OO/D,BUR,5.0,sys,DC,OO,D,BUR,,82.75,787,951,86.89,5.00%,0.004061453350053929,826.35,951,Cascaded,2027,826.3500000000001,951
D0,sys/DC/OO/D,BZN,5.0,sys,DC,OO,D,BZN,,82.49,1135,1376,86.61,5.00%,0.0058573691897219945,1191.75,1376,Cascaded,2027,1191.7500000000002,1376
D0,sys/DC/OO/D,CAE,5.0,sys,DC,OO,D,CAE,,75.0,3,4,78.75,5.00%,1.548203310058677e-05,3.15,4,Cascaded,2027,3.1500000000000004,4
D0,sys/DC/OO/D,CDC,5.0,sys,DC,OO,D,CDC,,92.62,577,623,97.25,5.00%,0.002977711033012855,605.85,623,Cascaded,2027,605.85,623
D0,sys/DC/OO/D,CHA,5.0,sys,DC,OO,D,CHA,,100.0,1,1,105.0,5.00%,5.16067770019559e-06,1.05,1,Cascaded,2027,1.05,1
D0,sys/DC/OO/D,CHS,5.0,sys,DC,OO,D,CHS,,56.99,216,379,59.84,5.00%,0.0011147063832422474,226.8,379,Cascaded,2027,226.80000000000004,379
D0,sys/DC/OO/D,CID,5.0,sys,DC,OO,D,CID,,63.82,254,398,67.01,5.00%,0.0013108121358496798,266.7,398,Cascaded,2027,266.70000000000005,398
D0,sys/DC/OO/D,CIU,5.0,sys,DC,OO,D,CIU,,74.0,501,677,77.7,5.00%,0.0025854995277979904,526.05,677,Cascaded,2027,526.0500000000001,677
D0,sys/DC/OO/D,CLE,5.0,sys,DC,OO,D,CLE,,67.23,671,998,70.6,5.00%,0.003462814736831241,704.55,998,Cascaded,2027,704.5500000000001,998
D0,sys/DC/OO/D,CMH,5.0,sys,DC,OO,D,CMH,,69.14,493,713,72.6,5.00%,0.0025442141061964257,517.65,713,Cascaded,2027,517.6500000000001,713
D0,sys/DC/OO/D,COS,5.0,sys,DC,OO,D,COS,,87.85,600,683,92.24,5.00%,0.0030964066201173536,630.0,683,Cascaded,2027,630.0000000000001,683
D0,sys/DC/OO/D,CRW,5.0,sys,DC,OO,D,CRW,,57.94,146,252,60.83,5.00%,0.0007534589442285561,153.3,252,Cascaded,2027,153.3,252
D0,sys/DC/OO/D,CVG,5.0,sys,DC,OO,D,CVG,,50.0,6,12,52.5,5.00%,3.096406620117354e-05,6.3,12,Cascaded,2027,6.300000000000001,12
D0,sys/DC/OO/D,DEN,5.0,sys,DC,OO,D,DEN,,69.09,664,961,72.55,5.00%,0.0034266899929298717,697.2,961,Cascaded,2027,697.2,961
D0,sys/DC/OO/D,DHN,5.0,sys,DC,OO,D,DHN,,53.52,38,71,56.2,5.00%,0.0001961057526074324,39.9,71,Cascaded,2027,39.900000000000006,71
D0,sys/DC/OO/D,DLH,5.0,sys,DC,OO,D,DLH,,74.64,830,1112,78.37,5.00%,0.00428336249116234,871.5,1112,Cascaded,2027,871.5000000000001,1112
D0,sys/DC/OO/D,DSM,5.0,sys,DC,OO,D,DSM,,59.62,31,52,62.6,5.00%,0.00015998100870606328,32.55,52,Cascaded,2027,32.550000000000004,52
D0,sys/DC/OO/D,DTW,5.0,sys,DC,OO,D,DTW,,64.39,16691,25923,67.61,5.00%,0.08613687149396458,17525.55,25923,Cascaded,2027,17525.550000000003,25923
D0,sys/DC/OO/D,ECP,5.0,sys,DC,OO,D,ECP,,66.88,208,311,70.23,5.00%,0.0010734209616406827,218.4,311,Cascaded,2027,218.40000000000003,311
D0,sys/DC/OO/D,EGE,5.0,sys,DC,OO,D,EGE,,57.36,74,129,60.23,5.00%,0.0003818901498144736,77.7,129,Cascaded,2027,77.7,129
D0,sys/DC/OO/D,EKO,5.0,sys,DC,OO,D,EKO,,95.09,542,570,99.84,5.00%,0.0027970873135060095,569.1,570,Cascaded,2027,569.1,570
D0,sys/DC/OO/D,ELM,5.0,sys,DC,OO,D,ELM,,76.35,678,888,80.17,5.00%,0.00349893948073261,711.9,888,Cascaded,2027,711.9000000000001,888
D0,sys/DC/OO/D,ESC,5.0,sys,DC,OO,D,ESC,,84.64,496,586,88.87,5.00%,0.0025596961392970125,520.8,586,Cascaded,2027,520.8000000000001,586
D0,sys/DC/OO/D,EUG,5.0,sys,DC,OO,D,EUG,,87.44,1552,1775,91.81,5.00%,0.008009371790703556,1629.6,1775,Cascaded,2027,1629.6000000000001,1775
D0,sys/DC/OO/D,EVV,5.0,sys,DC,OO,D,EVV,,74.19,23,31,77.9,5.00%,0.00011869558710449856,24.15,31,Cascaded,2027,24.150000000000002,31
D0,sys/DC/OO/D,EWR,5.0,sys,DC,OO,D,EWR,,66.67,6,9,70.0,5.00%,3.096406620117354e-05,6.3,9,Cascaded,2027,6.300000000000001,9
D0,sys/DC/OO/D,FAR,5.0,sys,DC,OO,D,FAR,,74.01,558,754,77.71,5.00%,0.002879658156709139,585.9,754,Cascaded,2027,585.9000000000001,754
D0,sys/DC/OO/D,FAT,5.0,sys,DC,OO,D,FAT,,87.73,1194,1361,92.12,5.00%,0.006161849174033534,1253.7,1361,Cascaded,2027,1253.7,1361
D0,sys/DC/OO/D,FAY,5.0,sys,DC,OO,D,FAY,,65.96,31,47,69.26,5.00%,0.00015998100870606328,32.55,47,Cascaded,2027,32.550000000000004,47
D0,sys/DC/OO/D,FCA,5.0,sys,DC,OO,D,FCA,,81.55,632,775,85.63,5.00%,0.003261548306523613,663.6,775,Cascaded,2027,663.6000000000001,775
D0,sys/DC/OO/D,FSD,5.0,sys,DC,OO,D,FSD,,72.05,611,848,75.65,5.00%,0.003153174074819505,641.55,848,Cascaded,2027,641.5500000000001,848
D0,sys/DC/OO/D,FWA,5.0,sys,DC,OO,D,FWA,,71.58,1214,1696,75.16,5.00%,0.0062650627280374455,1274.7,1696,Cascaded,2027,1274.7,1696
D0,sys/DC/OO/D,GEG,5.0,sys,DC,OO,D,GEG,,85.42,3298,3861,89.69,5.00%,0.017019915055245055,3462.9,3861,Cascaded,2027,3462.9000000000005,3861
D0,sys/DC/OO/D,GFK,5.0,sys,DC,OO,D,GFK,,78.67,734,933,82.6,5.00%,0.003787937431943563,770.7,933,Cascaded,2027,770.7,933
D0,sys/DC/OO/D,GJT,5.0,sys,DC,OO,D,GJT,,90.21,525,582,94.72,5.00%,0.0027093557926026845,551.25,582,Cascaded,2027,551.2500000000001,582
D0,sys/DC/OO/D,GRB,5.0,sys,DC,OO,D,GRB,,74.89,1026,1370,78.64,5.00%,0.005294855320400675,1077.3,1370,Cascaded,2027,1077.3000000000002,1370
D0,sys/DC/OO/D,GRR,5.0,sys,DC,OO,D,GRR,,69.33,1501,2165,72.8,5.00%,0.0077461772279935805,1576.05,2165,Cascaded,2027,1576.0500000000002,2165
D0,sys/DC/OO/D,GSO,5.0,sys,DC,OO,D,GSO,,65.05,268,412,68.3,5.00%,0.001383061623652418,281.4,412,Cascaded,2027,281.40000000000003,412
D0,sys/DC/OO/D,GSP,5.0,sys,DC,OO,D,GSP,,57.14,140,245,60.0,5.00%,0.0007224948780273825,147.0,245,Cascaded,2027,147.00000000000003,245
D0,sys/DC/OO/D,GTF,5.0,sys,DC,OO,D,GTF,,88.18,1022,1159,92.59,5.00%,0.005274212609599893,1073.1,1159,Cascaded,2027,1073.1000000000001,1159
D0,sys/DC/OO/D,HIB,5.0,sys,DC,OO,D,HIB,,82.47,508,616,86.59,5.00%,0.0026216242716993595,533.4,616,Cascaded,2027,533.4000000000001,616
D0,sys/DC/OO/D,HLN,5.0,sys,DC,OO,D,HLN,,94.04,678,721,98.74,5.00%,0.00349893948073261,711.9,721,Cascaded,2027,711.9000000000001,721
D0,sys/DC/OO/D,HPN,5.0,sys,DC,OO,D,HPN,,70.37,76,108,73.89,5.00%,0.0003922115052148648,79.8,108,Cascaded,2027,79.80000000000001,108
D0,sys/DC/OO/D,HRL,5.0,sys,DC,OO,D,HRL,,100.0,7,7,105.0,5.00%,3.612474390136913e-05,7.35,7,Cascaded,2027,7.3500000000000005,7
D0,sys/DC/OO/D,HSV,5.0,sys,DC,OO,D,HSV,,77.78,84,108,81.67,5.00%,0.00043349692681642955,88.2,108,Cascaded,2027,88.20000000000002,108
D0,sys/DC/OO/D,IAD,5.0,sys,DC,OO,D,IAD,,67.19,1073,1597,70.55,5.00%,0.005537407172309868,1126.65,1597,Cascaded,2027,1126.65,1597
D0,sys/DC/OO/D,IAH,5.0,sys,DC,OO,D,IAH,,56.52,13,23,59.35,5.00%,6.708881010254267e-05,13.65,23,Cascaded,2027,13.650000000000002,23
D0,sys/DC/OO/D,ICT,5.0,sys,DC,OO,D,ICT,,73.21,276,377,76.87,5.00%,0.0014243470452539827,289.8,377,Cascaded,2027,289.8,377
D0,sys/DC/OO/D,IDA,5.0,sys,DC,OO,D,IDA,,87.88,754,858,92.27,5.00%,0.0038911509859474746,791.7,858,Cascaded,2027,791.7,858
D0,sys/DC/OO/D,IMT,5.0,sys,DC,OO,D,IMT,,69.04,484,701,72.5,5.00%,0.0024977680068946654,508.2,701,Cascaded,2027,508.20000000000005,701
D0,sys/DC/OO/D,IND,5.0,sys,DC,OO,D,IND,,72.33,970,1341,75.95,5.00%,0.005005857369189722,1018.5,1341,Cascaded,2027,1018.5000000000001,1341
D0,sys/DC/OO/D,INL,5.0,sys,DC,OO,D,INL,,85.54,550,643,89.81,5.00%,0.0028383727351075742,577.5,643,Cascaded,2027,577.5000000000001,643
D0,sys/DC/OO/D,JAC,5.0,sys,DC,OO,D,JAC,,78.03,508,651,81.94,5.00%,0.0026216242716993595,533.4,651,Cascaded,2027,533.4000000000001,651
D0,sys/DC/OO/D,JAX,5.0,sys,DC,OO,D,JAX,,75.7,271,358,79.48,5.00%,0.0013985436567530048,284.55,358,Cascaded,2027,284.55,358
D0,sys/DC/OO/D,LAN,5.0,sys,DC,OO,D,LAN,,69.25,626,904,72.71,5.00%,0.0032305842403224394,657.3,904,Cascaded,2027,657.3000000000001,904
D0,sys/DC/OO/D,LAS,5.0,sys,DC,OO,D,LAS,,81.78,1768,2162,85.86,5.00%,0.009124078173945803,1856.4,2162,Cascaded,2027,1856.4000000000003,2162
D0,sys/DC/OO/D,LAX,5.0,sys,DC,OO,D,LAX,,79.97,9599,12004,83.96,5.00%,0.049537345244177466,10078.95,12004,Cascaded,2027,10078.95,12004
D0,sys/DC/OO/D,LEX,5.0,sys,DC,OO,D,LEX,,78.18,387,495,82.09,5.00%,0.0019971822699756934,406.35,495,Cascaded,2027,406.35,495
D0,sys/DC/OO/D,LFT,5.0,sys,DC,OO,D,LFT,,67.69,155,229,71.07,5.00%,0.0007999050435303163,162.75,229,Cascaded,2027,162.75000000000003,229
D0,sys/DC/OO/D,LGA,5.0,sys,DC,OO,D,LGA,,66.1,583,882,69.4,5.00%,0.0030086750992140286,612.15,882,Cascaded,2027,612.1500000000001,882
D0,sys/DC/OO/D,LGB,5.0,sys,DC,OO,D,LGB,,86.64,564,651,90.97,5.00%,0.0029106222229103125,592.2,651,Cascaded,2027,592.2,651
D0,sys/DC/OO/D,LIT,5.0,sys,DC,OO,D,LIT,,85.38,222,260,89.65,5.00%,0.001145670449443421,233.1,260,Cascaded,2027,233.10000000000002,260
D0,sys/DC/OO/D,LWS,5.0,sys,DC,OO,D,LWS,,86.23,626,726,90.54,5.00%,0.0032305842403224394,657.3,726,Cascaded,2027,657.3000000000001,726
D0,sys/DC/OO/D,MAF,5.0,sys,DC,OO,D,MAF,,71.62,318,444,75.2,5.00%,0.0016410955086621976,333.9,444,Cascaded,2027,333.90000000000003,444
D0,sys/DC/OO/D,MBS,5.0,sys,DC,OO,D,MBS,,74.45,778,1045,78.17,5.00%,0.004015007250752169,816.9,1045,Cascaded,2027,816.9000000000001,1045
D0,sys/DC/OO/D,MCI,5.0,sys,DC,OO,D,MCI,,68.25,245,359,71.66,5.00%,0.0012643660365479195,257.25,359,Cascaded,2027,257.25000000000006,359
D0,sys/DC/OO/D,MDT,5.0,sys,DC,OO,D,MDT,,75.0,189,252,78.75,5.00%,0.0009753680853369664,198.45,252,Cascaded,2027,198.45000000000002,252
D0,sys/DC/OO/D,MDW,5.0,sys,DC,OO,D,MDW,,69.65,902,1295,73.14,5.00%,0.004654931285576422,947.1,1295,Cascaded,2027,947.1000000000001,1295
D0,sys/DC/OO/D,MEM,5.0,sys,DC,OO,D,MEM,,73.78,1320,1789,77.47,5.00%,0.006812094564258179,1386.0,1789,Cascaded,2027,1386.0000000000002,1789
D0,sys/DC/OO/D,MFE,5.0,sys,DC,OO,D,MFE,,80.65,825,1023,84.68,5.00%,0.004257559102661361,866.25,1023,Cascaded,2027,866.2500000000001,1023
D0,sys/DC/OO/D,MFR,5.0,sys,DC,OO,D,MFR,,87.06,1541,1770,91.42,5.00%,0.007952604336001404,1618.05,1770,Cascaded,2027,1618.0500000000002,1770
D0,sys/DC/OO/D,MGM,5.0,sys,DC,OO,D,MGM,,67.8,219,323,71.19,5.00%,0.0011301884163428342,229.95,323,Cascaded,2027,229.95000000000002,323
D0,sys/DC/OO/D,MKE,5.0,sys,DC,OO,D,MKE,,68.25,1152,1688,71.66,5.00%,0.005945100710625319,1209.6,1688,Cascaded,2027,1209.6000000000001,1688
D0,sys/DC/OO/D,MOB,5.0,sys,DC,OO,D,MOB,,59.54,103,173,62.51,5.00%,0.0005315498031201458,108.15,173,Cascaded,2027,108.15,173
D0,sys/DC/OO/D,MOT,5.0,sys,DC,OO,D,MOT,,72.1,902,1251,75.71,5.00%,0.004654931285576422,947.1,1251,Cascaded,2027,947.1000000000001,1251
D0,sys/DC/OO/D,MQT,5.0,sys,DC,OO,D,MQT,,75.41,500,663,79.19,5.00%,0.002580338850097795,525.0,663,Cascaded,2027,525.0000000000001,663
D0,sys/DC/OO/D,MSN,5.0,sys,DC,OO,D,MSN,,71.54,935,1307,75.11,5.00%,0.004825233649682876,981.75,1307,Cascaded,2027,981.7500000000001,1307
