KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,Mo_Nb,dom_int,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,DL/DL/12/D,ELP,6.0,,DL,DL,12,D,ELP,,71.67,43,60,75.25,5.00%,0.0009066565458494106,45.15,60,Cascaded,2027,45.15,60
D0,DL/DL/12/D,EWR,6.0,,DL,DL,12,D,EWR,,44.51,227,510,46.74,5.00%,0.004786303160646889,238.35,510,Cascaded,2027,238.35,510
D0,DL/DL/12/D,EYW,6.0,,DL,DL,12,D,EYW,,68.46,89,130,71.88,5.00%,0.0018765681995487802,93.45,130,Cascaded,2027,93.45,130
D0,DL/DL/12/D,FAI,6.0,,DL,DL,12,D,FAI,,11.11,3,27,11.67,5.00%,6.325510784995888e-05,3.15,27,Cascaded,2027,3.15,27
D0,DL/DL/12/D,FAR,6.0,,DL,DL,12,D,FAR,,58.62,34,58,61.55,5.00%,0.000716891222299534,35.7,58,Cascaded,2027,35.699999999999996,58
D0,DL/DL/12/D,FCA,6.0,,DL,DL,12,D,FCA,,64.52,40,62,67.74,5.00%,0.0008434014379994518,42.0,62,Cascaded,2027,42.0,62
D0,DL/DL/12/D,FLL,6.0,,DL,DL,12,D,FLL,,49.48,568,1148,51.95,5.00%,0.011976300419592216,596.4,1148,Cascaded,2027,596.4,1148
D0,DL/DL/12/D,FSD,6.0,,DL,DL,12,D,FSD,,49.18,30,61,51.64,5.00%,0.0006325510784995889,31.5,61,Cascaded,2027,31.5,61
D0,DL/DL/12/D,GEG,6.0,,DL,DL,12,D,GEG,,64.81,140,216,68.06,5.00%,0.002951905032998081,147.0,216,Cascaded,2027,147.0,216
D0,DL/DL/12/D,GNV,6.0,,DL,DL,12,D,GNV,,66.36,73,110,69.68,5.00%,0.0015392076243489995,76.65,110,Cascaded,2027,76.64999999999999,110
D0,DL/DL/12/D,GPT,6.0,,DL,DL,12,D,GPT,,77.66,73,94,81.54,5.00%,0.0015392076243489995,76.65,94,Cascaded,2027,76.64999999999999,94
D0,DL/DL/12/D,GRB,6.0,,DL,DL,12,D,GRB,,62.5,30,48,65.62,5.00%,0.0006325510784995889,31.5,48,Cascaded,2027,31.5,48
D0,DL/DL/12/D,GRR,6.0,,DL,DL,12,D,GRR,,54.71,93,170,57.44,5.00%,0.0019609083433487252,97.65,170,Cascaded,2027,97.64999999999999,170
D0,DL/DL/12/D,GSO,6.0,,DL,DL,12,D,GSO,,77.71,129,166,81.6,5.00%,0.002719969637548232,135.45,166,Cascaded,2027,135.45,166
D0,DL/DL/12/D,GSP,6.0,,DL,DL,12,D,GSP,,80.34,188,234,84.36,5.00%,0.003963986758597424,197.4,234,Cascaded,2027,197.4,234
D0,DL/DL/12/D,HDN,6.0,,DL,DL,12,D,HDN,,57.89,11,19,60.79,5.00%,0.00023193539544984925,11.55,19,Cascaded,2027,11.549999999999999,19
D0,DL/DL/12/D,HNL,6.0,,DL,DL,12,D,HNL,,63.72,216,339,66.9,5.00%,0.0045543677651970395,226.8,339,Cascaded,2027,226.79999999999998,339
D0,DL/DL/12/D,HOU,6.0,,DL,DL,12,D,HOU,,65.25,77,118,68.52,5.00%,0.0016235477681489448,80.85,118,Cascaded,2027,80.85,118
D0,DL/DL/12/D,HPN,6.0,,DL,DL,12,D,HPN,,37.7,23,61,39.59,5.00%,0.00048495582684968477,24.15,61,Cascaded,2027,24.15,61
D0,DL/DL/12/D,HRL,6.0,,DL,DL,12,D,HRL,,71.43,15,21,75.0,5.00%,0.0003162755392497944,15.75,21,Cascaded,2027,15.75,21
D0,DL/DL/12/D,HSV,6.0,,DL,DL,12,D,HSV,,67.72,107,158,71.11,5.00%,0.0022560988466485336,112.35,158,Cascaded,2027,112.35,158
D0,DL/DL/12/D,IAD,6.0,,DL,DL,12,D,IAD,,54.04,127,235,56.74,5.00%,0.0026777995656482594,133.35,235,Cascaded,2027,133.35,235
D0,DL/DL/12/D,IAH,6.0,,DL,DL,12,D,IAH,,52.25,349,668,54.86,5.00%,0.007358677546545217,366.45,668,Cascaded,2027,366.45,668
D0,DL/DL/12/D,ICT,6.0,,DL,DL,12,D,ICT,,60.71,51,84,63.75,5.00%,0.001075336833449301,53.55,84,Cascaded,2027,53.55,84
D0,DL/DL/12/D,IDA,6.0,,DL,DL,12,D,IDA,,73.33,22,30,77.0,5.00%,0.0004638707908996985,23.1,30,Cascaded,2027,23.099999999999998,30
D0,DL/DL/12/D,ILM,6.0,,DL,DL,12,D,ILM,,62.11,59,95,65.21,5.00%,0.0012440171210491913,61.95,95,Cascaded,2027,61.949999999999996,95
D0,DL/DL/12/D,IND,6.0,,DL,DL,12,D,IND,,62.96,221,351,66.11,5.00%,0.004659792944946971,232.05,351,Cascaded,2027,232.04999999999998,351
D0,DL/DL/12/D,JAC,6.0,,DL,DL,12,D,JAC,,57.32,47,82,60.18,5.00%,0.000990996689649356,49.35,82,Cascaded,2027,49.35,82
D0,DL/DL/12/D,JAN,6.0,,DL,DL,12,D,JAN,,75.89,107,141,79.68,5.00%,0.0022560988466485336,112.35,141,Cascaded,2027,112.35,141
D0,DL/DL/12/D,JAX,6.0,,DL,DL,12,D,JAX,,61.11,275,450,64.17,5.00%,0.005798384886246231,288.75,450,Cascaded,2027,288.75,450
D0,DL/DL/12/D,JFK,6.0,,DL,DL,12,D,JFK,,53.14,1330,2503,55.79,5.00%,0.02804309781348177,1396.5,2503,Cascaded,2027,1396.5,2503
D0,DL/DL/12/D,KOA,6.0,,DL,DL,12,D,KOA,,47.06,32,68,49.41,5.00%,0.0006747211503995614,33.6,68,Cascaded,2027,33.6,68
D0,DL/DL/12/D,LAS,6.0,,DL,DL,12,D,LAS,,67.73,873,1289,71.11,5.00%,0.018407236384338034,916.65,1289,Cascaded,2027,916.65,1289
D0,DL/DL/12/D,LAX,6.0,,DL,DL,12,D,LAX,,62.56,1873,2994,65.69,5.00%,0.03949227233432433,1966.65,2994,Cascaded,2027,1966.6499999999999,2994
D0,DL/DL/12/D,LEX,6.0,,DL,DL,12,D,LEX,,72.28,73,101,75.89,5.00%,0.0015392076243489995,76.65,101,Cascaded,2027,76.64999999999999,101
D0,DL/DL/12/D,LGA,6.0,,DL,DL,12,D,LGA,,48.47,1159,2391,50.9,5.00%,0.024437556666034116,1216.95,2391,Cascaded,2027,1216.95,2391
D0,DL/DL/12/D,LGB,6.0,,DL,DL,12,D,LGB,,76.67,23,30,80.5,5.00%,0.00048495582684968477,24.15,30,Cascaded,2027,24.15,30
D0,DL/DL/12/D,LIH,6.0,,DL,DL,12,D,LIH,,50.0,29,58,52.5,5.00%,0.0006114660425496026,30.45,58,Cascaded,2027,30.45,58
D0,DL/DL/12/D,LIT,6.0,,DL,DL,12,D,LIT,,69.06,125,181,72.51,5.00%,0.002635629493748287,131.25,181,Cascaded,2027,131.25,181
D0,DL/DL/12/D,MCI,6.0,,DL,DL,12,D,MCI,,63.56,382,601,66.74,5.00%,0.008054483732894765,401.1,601,Cascaded,2027,401.09999999999997,601
D0,DL/DL/12/D,MCO,6.0,,DL,DL,12,D,MCO,,54.75,1020,1863,57.49,5.00%,0.02150673666898602,1071.0,1863,Cascaded,2027,1071.0,1863
D0,DL/DL/12/D,MDT,6.0,,DL,DL,12,D,MDT,,62.5,35,56,65.62,5.00%,0.0007379762582495203,36.75,56,Cascaded,2027,36.75,56
D0,DL/DL/12/D,MDW,6.0,,DL,DL,12,D,MDW,,62.96,68,108,66.11,5.00%,0.001433782444599068,71.4,108,Cascaded,2027,71.39999999999999,108
D0,DL/DL/12/D,MEM,6.0,,DL,DL,12,D,MEM,,66.36,213,321,69.67,5.00%,0.004491112657347081,223.65,321,Cascaded,2027,223.65,321
D0,DL/DL/12/D,MIA,6.0,,DL,DL,12,D,MIA,,46.49,477,1026,48.82,5.00%,0.010057562148143462,500.85,1026,Cascaded,2027,500.84999999999997,1026
D0,DL/DL/12/D,MKE,6.0,,DL,DL,12,D,MKE,,57.66,158,274,60.55,5.00%,0.0033314356800978346,165.9,274,Cascaded,2027,165.9,274
D0,DL/DL/12/D,MLB,6.0,,DL,DL,12,D,MLB,,69.17,83,120,72.62,5.00%,0.0017500579838488624,87.15,120,Cascaded,2027,87.14999999999999,120
D0,DL/DL/12/D,MOB,6.0,,DL,DL,12,D,MOB,,71.43,15,21,75.0,5.00%,0.0003162755392497944,15.75,21,Cascaded,2027,15.75,21
D0,DL/DL/12/D,MSN,6.0,,DL,DL,12,D,MSN,,70.54,79,112,74.06,5.00%,0.0016657178400489173,82.95,112,Cascaded,2027,82.95,112
D0,DL/DL/12/D,MSO,6.0,,DL,DL,12,D,MSO,,82.26,51,62,86.37,5.00%,0.001075336833449301,53.55,62,Cascaded,2027,53.55,62
D0,DL/DL/12/D,MSP,6.0,,DL,DL,12,D,MSP,,52.42,2658,5071,55.04,5.00%,0.05604402555506357,2790.9,5071,Cascaded,2027,2790.9,5071
D0,DL/DL/12/D,MSY,6.0,,DL,DL,12,D,MSY,,60.55,376,621,63.57,5.00%,0.007927973517194847,394.8,621,Cascaded,2027,394.8,621
D0,DL/DL/12/D,MTJ,6.0,,DL,DL,12,D,MTJ,,58.33,7,12,61.25,5.00%,0.00014759525164990405,7.35,12,Cascaded,2027,7.35,12
D0,DL/DL/12/D,MYR,6.0,,DL,DL,12,D,MYR,,70.97,132,186,74.52,5.00%,0.002783224745398191,138.6,186,Cascaded,2027,138.6,186
D0,DL/DL/12/D,OGG,6.0,,DL,DL,12,D,OGG,,76.06,108,142,79.86,5.00%,0.0022771838825985198,113.4,142,Cascaded,2027,113.39999999999999,142
D0,DL/DL/12/D,OKC,6.0,,DL,DL,12,D,OKC,,74.15,109,147,77.86,5.00%,0.002298268918548506,114.45,147,Cascaded,2027,114.45,147
D0,DL/DL/12/D,OMA,6.0,,DL,DL,12,D,OMA,,65.03,93,143,68.29,5.00%,0.0019609083433487252,97.65,143,Cascaded,2027,97.64999999999999,143
D0,DL/DL/12/D,ONT,6.0,,DL,DL,12,D,ONT,,68.53,98,143,71.96,5.00%,0.002066333523098657,102.9,143,Cascaded,2027,102.89999999999999,143
D0,DL/DL/12/D,ORD,6.0,,DL,DL,12,D,ORD,,39.86,287,720,41.85,5.00%,0.006051405317646067,301.35,720,Cascaded,2027,301.34999999999997,720
D0,DL/DL/12/D,ORF,6.0,,DL,DL,12,D,ORF,,58.27,148,254,61.18,5.00%,0.0031205853205979717,155.4,254,Cascaded,2027,155.4,254
D0,DL/DL/12/D,PDX,6.0,,DL,DL,12,D,PDX,,61.4,350,570,64.47,5.00%,0.007379762582495203,367.5,570,Cascaded,2027,367.5,570
D0,DL/DL/12/D,PHL,6.0,,DL,DL,12,D,PHL,,53.78,263,489,56.47,5.00%,0.0055453644548463955,276.15,489,Cascaded,2027,276.15,489
D0,DL/DL/12/D,PHX,6.0,,DL,DL,12,D,PHX,,63.17,590,934,66.33,5.00%,0.012440171210491914,619.5,934,Cascaded,2027,619.5,934
D0,DL/DL/12/D,PIT,6.0,,DL,DL,12,D,PIT,,61.54,152,247,64.62,5.00%,0.003204925464397917,159.6,247,Cascaded,2027,159.6,247
D0,DL/DL/12/D,PNS,6.0,,DL,DL,12,D,PNS,,70.2,139,198,73.71,5.00%,0.002930819997048095,145.95,198,Cascaded,2027,145.95,198
D0,DL/DL/12/D,PSC,6.0,,DL,DL,12,D,PSC,,92.0,46,50,96.6,5.00%,0.0009699116536993695,48.3,50,Cascaded,2027,48.3,50
D0,DL/DL/12/D,PSP,6.0,,DL,DL,12,D,PSP,,58.88,63,107,61.82,5.00%,0.0013283572648491366,66.15,107,Cascaded,2027,66.14999999999999,107
D0,DL/DL/12/D,PVD,6.0,,DL,DL,12,D,PVD,,57.43,58,101,60.3,5.00%,0.0012229320850992052,60.9,101,Cascaded,2027,60.9,101
D0,DL/DL/12/D,PWM,6.0,,DL,DL,12,D,PWM,,39.22,20,51,41.18,5.00%,0.0004217007189997259,21.0,51,Cascaded,2027,21.0,51
D0,DL/DL/12/D,RDU,6.0,,DL,DL,12,D,RDU,,60.76,593,976,63.8,5.00%,0.012503426318341873,622.65,976,Cascaded,2027,622.65,976
D0,DL/DL/12/D,RIC,6.0,,DL,DL,12,D,RIC,,68.38,160,234,71.79,5.00%,0.0033736057519978073,168.0,234,Cascaded,2027,168.0,234
D0,DL/DL/12/D,RNO,6.0,,DL,DL,12,D,RNO,,60.0,51,85,63.0,5.00%,0.001075336833449301,53.55,85,Cascaded,2027,53.55,85
D0,DL/DL/12/D,ROA,6.0,,DL,DL,12,D,ROA,,80.0,24,30,84.0,5.00%,0.000506040862799671,25.2,30,Cascaded,2027,25.2,30
D0,DL/DL/12/D,ROC,6.0,,DL,DL,12,D,ROC,,19.28,16,83,20.24,5.00%,0.0003373605751997807,16.8,83,Cascaded,2027,16.8,83
D0,DL/DL/12/D,RSW,6.0,,DL,DL,12,D,RSW,,63.5,428,674,66.68,5.00%,0.009024395386594134,449.4,674,Cascaded,2027,449.4,674
D0,DL/DL/12/D,SAN,6.0,,DL,DL,12,D,SAN,,60.93,496,814,63.98,5.00%,0.010458177831193202,520.8,814,Cascaded,2027,520.8,814
D0,DL/DL/12/D,SAT,6.0,,DL,DL,12,D,SAT,,65.66,369,562,68.94,5.00%,0.007780378265544943,387.45,562,Cascaded,2027,387.45,562
D0,DL/DL/12/D,SAV,6.0,,DL,DL,12,D,SAV,,73.57,206,280,77.25,5.00%,0.004343517405697177,216.3,280,Cascaded,2027,216.29999999999998,280
D0,DL/DL/12/D,SBA,6.0,,DL,DL,12,D,SBA,,73.21,41,56,76.88,5.00%,0.0008644864739494381,43.05,56,Cascaded,2027,43.05,56
D0,DL/DL/12/D,SDF,6.0,,DL,DL,12,D,SDF,,76.44,159,208,80.26,5.00%,0.0033525207160478208,166.95,208,Cascaded,2027,166.95,208
D0,DL/DL/12/D,SEA,6.0,,DL,DL,12,D,SEA,,51.29,1328,2589,53.86,5.00%,0.028000927741581798,1394.4,2589,Cascaded,2027,1394.3999999999999,2589
D0,DL/DL/12/D,SFO,6.0,,DL,DL,12,D,SFO,,55.45,595,1073,58.22,5.00%,0.012545596390241845,624.75,1073,Cascaded,2027,624.75,1073
D0,DL/DL/12/D,SGF,6.0,,DL,DL,12,D,SGF,,55.56,10,18,58.33,5.00%,0.00021085035949986296,10.5,18,Cascaded,2027,10.5,18
D0,DL/DL/12/D,SJC,6.0,,DL,DL,12,D,SJC,,82.95,146,176,87.1,5.00%,0.003078415248697999,153.3,176,Cascaded,2027,153.29999999999998,176
D0,DL/DL/12/D,SJU,6.0,,DL,DL,12,D,SJU,,70.47,241,342,73.99,5.00%,0.005081493663946697,253.05,342,Cascaded,2027,253.04999999999998,342
D0,DL/DL/12/D,SLC,6.0,,DL,DL,12,D,SLC,,60.24,2717,4510,63.26,5.00%,0.05728804267611276,2852.85,4510,Cascaded,2027,2852.85,4510
D0,DL/DL/12/D,SMF,6.0,,DL,DL,12,D,SMF,,69.57,176,253,73.04,5.00%,0.003710966327197588,184.8,253,Cascaded,2027,184.79999999999998,253
D0,DL/DL/12/D,SNA,6.0,,DL,DL,12,D,SNA,,53.52,205,383,56.2,5.00%,0.0043224323697471905,215.25,383,Cascaded,2027,215.25,383
D0,DL/DL/12/D,SRQ,6.0,,DL,DL,12,D,SRQ,,67.24,195,290,70.6,5.00%,0.004111582010247327,204.75,290,Cascaded,2027,204.75,290
D0,DL/DL/12/D,STL,6.0,,DL,DL,12,D,STL,,63.48,266,419,66.66,5.00%,0.005608619562696354,279.3,419,Cascaded,2027,279.3,419
D0,DL/DL/12/D,STT,6.0,,DL,DL,12,D,STT,,63.41,52,82,66.59,5.00%,0.0010964218693992874,54.6,82,Cascaded,2027,54.6,82
D0,DL/DL/12/D,STX,6.0,,DL,DL,12,D,STX,,42.86,6,14,45.0,5.00%,0.00012651021569991776,6.3,14,Cascaded,2027,6.3,14
D0,DL/DL/12/D,SYR,6.0,,DL,DL,12,D,SYR,,50.43,58,115,52.96,5.00%,0.0012229320850992052,60.9,115,Cascaded,2027,60.9,115
D0,DL/DL/12/D,TLH,6.0,,DL,DL,12,D,TLH,,71.32,97,136,74.89,5.00%,0.0020452484871486707,101.85,136,Cascaded,2027,101.85,136
D0,DL/DL/12/D,TPA,6.0,,DL,DL,12,D,TPA,,54.42,647,1189,57.14,5.00%,0.013642018259641132,679.35,1189,Cascaded,2027,679.35,1189
D0,DL/DL/12/D,TRI,6.0,,DL,DL,12,D,TRI,,85.0,34,40,89.25,5.00%,0.000716891222299534,35.7,40,Cascaded,2027,35.699999999999996,40
D0,DL/DL/12/D,TUL,6.0,,DL,DL,12,D,TUL,,72.41,84,116,76.03,5.00%,0.0017711430197988487,88.2,116,Cascaded,2027,88.2,116
D0,DL/DL/12/D,TUS,6.0,,DL,DL,12,D,TUS,,74.77,83,111,78.51,5.00%,0.0017500579838488624,87.15,111,Cascaded,2027,87.14999999999999,111
D0,DL/DL/12/D,TVC,6.0,,DL,DL,12,D,TVC,,61.29,19,31,64.35,5.00%,0.0004006156830497396,19.95,31,Cascaded,2027,19.95,31
D0,DL/DL/12/D,TYS,6.0,,DL,DL,12,D,TYS,,61.47,67,109,64.54,5.00%,0.0014126974086490817,70.35,109,Cascaded,2027,70.35,109
D0,DL/DL/12/D,VPS,6.0,,DL,DL,12,D,VPS,,71.27,129,181,74.83,5.00%,0.002719969637548232,135.45,181,Cascaded,2027,135.45,181
D0,DL/DL/12/I,ACC,6.0,,DL,DL,12,I,ACC,,49.18,30,61,51.64,5.00%,0.004702194357366771,31.5,61,Cascaded,2027,31.5,61
D0,DL/DL/12/I,AKL,6.0,,DL,DL,12,I,AKL,,87.1,27,31,91.45,5.00%,0.004231974921630094,28.35,31,Cascaded,2027,28.35,31
D0,DL/DL/12/I,AMS,6.0,,DL,DL,12,I,AMS,,27.32,109,399,28.68,5.00%,0.017084639498432603,114.45,399,Cascaded,2027,114.45,399
D0,DL/DL/12/I,ANU,6.0,,DL,DL,12,I,ANU,,44.44,4,9,46.67,5.00%,0.0006269592476489029,4.2,9,Cascaded,2027,4.2,9
D0,DL/DL/12/I,ATH,6.0,,DL,DL,12,I,ATH,,72.41,21,29,76.03,5.00%,0.0032915360501567397,22.05,29,Cascaded,2027,22.05,29
D0,DL/DL/12/I,ATL,6.0,,DL,DL,12,I,ATL,,46.61,1252,2686,48.94,5.00%,0.1962382445141066,1314.6,2686,Cascaded,2027,1314.6,2686
D0,DL/DL/12/I,AUA,6.0,,DL,DL,12,I,AUA,,70.97,66,93,74.52,5.00%,0.010344827586206896,69.3,93,Cascaded,2027,69.3,93
D0,DL/DL/12/I,AUS,6.0,,DL,DL,12,I,AUS,,66.67,8,12,70.0,5.00%,0.0012539184952978057,8.4,12,Cascaded,2027,8.4,12
D0,DL/DL/12/I,BCN,6.0,,DL,DL,12,I,BCN,,60.61,40,66,63.64,5.00%,0.006269592476489028,42.0,66,Cascaded,2027,42.0,66
D0,DL/DL/12/I,BDA,6.0,,DL,DL,12,I,BDA,,64.52,20,31,67.74,5.00%,0.003134796238244514,21.0,31,Cascaded,2027,21.0,31
D0,DL/DL/12/I,BGI,6.0,,DL,DL,12,I,BGI,,39.13,9,23,41.09,5.00%,0.0014106583072100312,9.45,23,Cascaded,2027,9.45,23
D0,DL/DL/12/I,BNA,6.0,,DL,DL,12,I,BNA,,0.0,0,2,0.0,0.00%,0.0,0.0,2,Cascaded,2027,0.0,2
D0,DL/DL/12/I,BNE,6.0,,DL,DL,12,I,BNE,,38.46,5,13,40.38,5.00%,0.0007836990595611285,5.25,13,Cascaded,2027,5.25,13
D0,DL/DL/12/I,BOG,6.0,,DL,DL,12,I,BOG,,54.84,34,62,57.58,5.00%,0.005329153605015674,35.7,62,Cascaded,2027,35.7,62
D0,DL/DL/12/I,BON,6.0,,DL,DL,12,I,BON,,50.0,4,8,52.5,5.00%,0.0006269592476489029,4.2,8,Cascaded,2027,4.2,8
D0,DL/DL/12/I,BOS,6.0,,DL,DL,12,I,BOS,,58.4,139,238,61.32,5.00%,0.021786833855799374,145.95,238,Cascaded,2027,145.95,238
D0,DL/DL/12/I,BRU,6.0,,DL,DL,12,I,BRU,,47.06,8,17,49.41,5.00%,0.0012539184952978057,8.4,17,Cascaded,2027,8.4,17
D0,DL/DL/12/I,BZE,6.0,,DL,DL,12,I,BZE,,83.33,35,42,87.5,5.00%,0.0054858934169279,36.75,42,Cascaded,2027,36.75,42
D0,DL/DL/12/I,CDG,6.0,,DL,DL,12,I,CDG,,28.57,82,287,30.0,5.00%,0.012852664576802508,86.1,287,Cascaded,2027,86.1,287
D0,DL/DL/12/I,CPT,6.0,,DL,DL,12,I,CPT,,68.18,15,22,71.59,5.00%,0.0023510971786833857,15.75,22,Cascaded,2027,15.75,22
D0,DL/DL/12/I,CTG,6.0,,DL,DL,12,I,CTG,,85.0,17,20,89.25,5.00%,0.002664576802507837,17.85,20,Cascaded,2027,17.85,20
D0,DL/DL/12/I,CUN,6.0,,DL,DL,12,I,CUN,,53.95,321,595,56.65,5.00%,0.05031347962382445,337.05,595,Cascaded,2027,337.05,595
D0,DL/DL/12/I,CUR,6.0,,DL,DL,12,I,CUR,,66.67,14,21,70.0,5.00%,0.00219435736677116,14.7,21,Cascaded,2027,14.7,21
D0,DL/DL/12/I,CVG,6.0,,DL,DL,12,I,CVG,,13.33,2,15,14.0,5.00%,0.00031347962382445143,2.1,15,Cascaded,2027,2.1,15
D0,DL/DL/12/I,CZM,6.0,,DL,DL,12,I,CZM,,85.71,12,14,90.0,5.00%,0.0018808777429467085,12.6,14,Cascaded,2027,12.6,14
D0,DL/DL/12/I,DSS,6.0,,DL,DL,12,I,DSS,,81.82,18,22,85.91,5.00%,0.0028213166144200625,18.9,22,Cascaded,2027,18.9,22
D0,DL/DL/12/I,DTW,6.0,,DL,DL,12,I,DTW,,53.8,248,461,56.49,5.00%,0.038871473354231974,260.4,461,Cascaded,2027,260.4,461
D0,DL/DL/12/I,DUB,6.0,,DL,DL,12,I,DUB,,60.56,43,71,63.59,5.00%,0.006739811912225706,45.15,71,Cascaded,2027,45.15,71
D0,DL/DL/12/I,EDI,6.0,,DL,DL,12,I,EDI,,55.56,10,18,58.33,5.00%,0.001567398119122257,10.5,18,Cascaded,2027,10.5,18
D0,DL/DL/12/I,EZE,6.0,,DL,DL,12,I,EZE,,34.94,29,83,36.69,5.00%,0.004545454545454545,30.45,83,Cascaded,2027,30.45,83
D0,DL/DL/12/I,FCO,6.0,,DL,DL,12,I,FCO,,65.13,99,152,68.39,5.00%,0.015517241379310345,103.95,152,Cascaded,2027,103.95,152
D0,DL/DL/12/I,FRA,6.0,,DL,DL,12,I,FRA,,46.77,29,62,49.11,5.00%,0.004545454545454545,30.45,62,Cascaded,2027,30.45,62
D0,DL/DL/12/I,GCM,6.0,,DL,DL,12,I,GCM,,69.39,34,49,72.86,5.00%,0.005329153605015674,35.7,49,Cascaded,2027,35.7,49
D0,DL/DL/12/I,GDL,6.0,,DL,DL,12,I,GDL,,75.61,31,41,79.39,5.00%,0.004858934169278997,32.55,41,Cascaded,2027,32.55,41
D0,DL/DL/12/I,GIG,6.0,,DL,DL,12,I,GIG,,74.19,23,31,77.9,5.00%,0.003605015673981191,24.15,31,Cascaded,2027,24.15,31
D0,DL/DL/12/I,GND,6.0,,DL,DL,12,I,GND,,58.33,7,12,61.25,5.00%,0.00109717868338558,7.35,12,Cascaded,2027,7.35,12
D0,DL/DL/12/I,GRU,6.0,,DL,DL,12,I,GRU,,57.14,52,91,60.0,5.00%,0.008150470219435737,54.6,91,Cascaded,2027,54.6,91
D0,DL/DL/12/I,GUA,6.0,,DL,DL,12,I,GUA,,75.56,34,45,79.33,5.00%,0.005329153605015674,35.7,45,Cascaded,2027,35.7,45
D0,DL/DL/12/I,HAV,6.0,,DL,DL,12,I,HAV,,70.97,22,31,74.52,5.00%,0.0034482758620689655,23.1,31,Cascaded,2027,23.1,31
D0,DL/DL/12/I,HND,6.0,,DL,DL,12,I,HND,,61.62,114,185,64.7,5.00%,0.017868338557993732,119.7,185,Cascaded,2027,119.7,185
D0,DL/DL/12/I,HNL,6.0,,DL,DL,12,I,HNL,,73.33,22,30,77.0,5.00%,0.0034482758620689655,23.1,30,Cascaded,2027,23.1,30
D0,DL/DL/12/I,ICN,6.0,,DL,DL,12,I,ICN,,69.64,117,168,73.12,5.00%,0.01833855799373041,122.85,168,Cascaded,2027,122.85,168
D0,DL/DL/12/I,IND,6.0,,DL,DL,12,I,IND,,50.0,1,2,52.5,5.00%,0.00015673981191222572,1.05,2,Cascaded,2027,1.05,2
D0,DL/DL/12/I,JFK,6.0,,DL,DL,12,I,JFK,,40.61,491,1209,42.64,5.00%,0.07695924764890281,515.55,1209,Cascaded,2027,515.55,1209
D0,DL/DL/12/I,JNB,6.0,,DL,DL,12,I,JNB,,63.64,14,22,66.82,5.00%,0.00219435736677116,14.7,22,Cascaded,2027,14.7,22
D0,DL/DL/12/I,KIN,6.0,,DL,DL,12,I,KIN,,60.61,20,33,63.64,5.00%,0.003134796238244514,21.0,33,Cascaded,2027,21.0,33
D0,DL/DL/12/I,LAX,6.0,,DL,DL,12,I,LAX,,54.86,158,288,57.6,5.00%,0.024764890282131663,165.9,288,Cascaded,2027,165.9,288
D0,DL/DL/12/I,LGA,6.0,,DL,DL,12,I,LGA,,64.29,9,14,67.5,5.00%,0.0014106583072100312,9.45,14,Cascaded,2027,9.45,14
D0,DL/DL/12/I,LHR,6.0,,DL,DL,12,I,LHR,,59.25,173,292,62.21,5.00%,0.027115987460815047,181.65,292,Cascaded,2027,181.65,292
D0,DL/DL/12/I,LIM,6.0,,DL,DL,12,I,LIM,,60.34,35,58,63.36,5.00%,0.0054858934169279,36.75,58,Cascaded,2027,36.75,58
D0,DL/DL/12/I,LIR,6.0,,DL,DL,12,I,LIR,,85.71,54,63,90.0,5.00%,0.008463949843260187,56.7,63,Cascaded,2027,56.7,63
D0,DL/DL/12/I,LIS,6.0,,DL,DL,12,I,LIS,,55.93,33,59,58.73,5.00%,0.005172413793103448,34.65,59,Cascaded,2027,34.65,59
D0,DL/DL/12/I,LOS,6.0,,DL,DL,12,I,LOS,,13.11,8,61,13.77,5.00%,0.0012539184952978057,8.4,61,Cascaded,2027,8.4,61
D0,DL/DL/12/I,MAD,6.0,,DL,DL,12,I,MAD,,62.9,39,62,66.05,5.00%,0.006112852664576803,40.95,62,Cascaded,2027,40.95,62
D0,DL/DL/12/I,MBJ,6.0,,DL,DL,12,I,MBJ,,58.7,81,138,61.63,5.00%,0.012695924764890282,85.05,138,Cascaded,2027,85.05,138
D0,DL/DL/12/I,MCI,6.0,,DL,DL,12,I,MCI,,0.0,0,2,0.0,0.00%,0.0,0.0,2,Cascaded,2027,0.0,2
D0,DL/DL/12/I,MCO,6.0,,DL,DL,12,I,MCO,,43.33,13,30,45.5,5.00%,0.0020376175548589342,13.65,30,Cascaded,2027,13.65,30
D0,DL/DL/12/I,MEL,6.0,,DL,DL,12,I,MEL,,33.33,4,12,35.0,5.00%,0.0006269592476489029,4.2,12,Cascaded,2027,4.2,12
D0,DL/DL/12/I,MEX,6.0,,DL,DL,12,I,MEX,,76.08,194,255,79.88,5.00%,0.030407523510971788,203.7,255,Cascaded,2027,203.7,255
D0,DL/DL/12/I,MIA,6.0,,DL,DL,12,I,MIA,,22.58,7,31,23.71,5.00%,0.00109717868338558,7.35,31,Cascaded,2027,7.35,31
D0,DL/DL/12/I,MSP,6.0,,DL,DL,12,I,MSP,,48.5,242,499,50.92,5.00%,0.03793103448275862,254.1,499,Cascaded,2027,254.1,499
